PairID,Text,Score
ESP-train-0013,"Una niña está intentando esconderse de sus padres
Una muchacha joven tratando de esconderse de su mamá.",0.63
ESP-train-0014,"El cocinero está rociando queso sobre la pizza.
Un hombre está poniendo un poco de queso en una pizza.",0.57
ESP-train-0015,"Otros consejeros se hicieron eco de esta preocupación.
Podrás jugar junto a los grandes jugadores en las mesas de ruleta o dados o poner algunas monedas en las máquinas tragaperras.",0.36
ESP-train-0016,"La gente está a punto de comprar una pintura en una feria.
Un par de personas en un museo mirando en la tienda de regalos, potencialmente va a comprar algo.",0.46
ESP-train-0017,"Es una pregunta que mucha gente se hace: ¿qué tipo de cepillo dental es mejor para la salud oral, los manuales o los eléctricos?
""La mejor forma de usar el cepillo eléctrico, por básico que sea, es moverlo lentamente de un diente hacia otro.",0.53
ESP-train-0018,"La península antártica es un grupo de islas frente a la costa oeste del archipiélago de Wilhelm, en la Antártida.
El archipiélago de Wilhelm es un archipiélago isleño frente a la costa oeste de la Península Antártica en la Antártida.",0.74
ESP-train-0019,"Un hombre dispara con una pistola
Un hombre rema en canoa",0.29
ESP-train-0020,"La versión más conocida de la canción fue producida por Dick Rowe y grabada en 1953 en Inglaterra por The Stargazers.
Riverside está ubicado en el 7º Distrito del Congreso y es parte del tercer distrito legislativo estatal de Nueva Jersey.",0.36
ESP-train-0021,"Desde 1957 hasta 1974, Bassett fue el dueño de los Toronto Argonauts, un equipo en la Liga de Fútbol Canadiense.
Bassett fue el propietario de la Canadian Football League desde 1957 hasta 1974, un equipo en los Argonautas de Toronto.",0.55
ESP-train-0022,"Un pájaro negro y naranja está parado en la hierba.
El pájaro negro con pico amarillo está parado en la hierba verde",0.5
ESP-train-0023,"Un niño lleva una camisa naranja y una corbata a rayas.
Un niño con una camisa a rayas está saltando detrás de una fuente de agua.",0.63
ESP-train-0024,"Nos encontramos ante un filme diferente, un director con una visión distinta que sin duda a dado un nuevo empaque al género.
Algo así como Pulp Slapstiscifi donde predomina el gag visual, la musiquilla vodevilera y el absurdo.",0.53
ESP-train-0025,"La inusual entrega de los Globos de Oro, que se realizó este domingo en una gala marcada por las intervenciones en Zoom, el distanciamiento social y algunos sobresaltos técnicos, dejó también varias escenas conmovedoras.
Ramos Heredia es primo de la primera dama Nadine Heredia, quien ha sido cuestionada por su supuesta injerencia en la toma de decisiones del Ejecutivo, a cargo de su marido, Ollanta Humala.",0.25
ESP-train-0026,"El hombre niega una entrevista
El hombre concede una entrevista",0.64
ESP-train-0027,"Un elefante aterrorizado embistió viviendas y mató a un niño en uno de los mayores campos de refugiados del mundo, en Bangladesh.
Esta incubadora que da calor al bebé cuesta US$3.000 en el país, un 70% más barato que los modelos tradicionales.",0.37
ESP-train-0028,"Se intentan precisar las fuentes influyentes del concepto de contrato aleatorio, consagrado en el artículo 1441 del Código Civil.
El tercero, dedicado al estudio de la recepción del concepto en la codificación, hasta su conclusión en el Código Civil.",0.5
ESP-train-0029,"Una descifradora de códigos de la Segunda Guerra Mundial reiteró que guardará los secretos de su trabajo ""hasta el final"" de sus días.
Ni ella ni sus compañeras han hablado jamás de lo que ocurrió en Blenchley Park durante la Segunda Guerra Mundial.",0.47
ESP-train-0030,"Charlotte Georgia Nast (* 19 de enero de 1905 - 21 de marzo de 1991) fue una botánica estadounidense.
De 1927 a 1931 trabaja y enseña como técnica en Wisconsin.",0.25
ESP-train-0031,"No hay niños jugando y esperando
Tres niños asiáticos bailan y un hombre mira",0.17
ESP-train-0032,"Quesa es un municipio español de la Comunidad Valenciana, perteneciente a la provincia de Valencia, ubicado en la comarca del Canal de Navarrés.
Inmediatamente abre la posibilidad de registrarlo como un espacio perfecto para intimar.",0.64
ESP-train-0033,"Las columnas de conos rotatorios (CCR) son dispositivos de transferencia de masa ampliamente utilizados en la industria de los alimentos para recuperar aromas naturales.
Nace en las montañas de Dogu'a Tembien en el norte de Etiopía y fluye hacia el sur para desembocar en el río Giba y en el Tekezé.",0.5
ESP-train-0034,"Un perrito corre a toda velocidad y su dueño intenta atraparlo
Una bola grande y gris golpea a un perro que corre, que lleva hierba en la boca",0.52
ESP-train-0035,"George Weah ha vivido una vida en tres actos.
En esa ocasión, ganó la calificación y los liberianos eligieron a Sirleaf.",0.26
ESP-train-0036,"Gina Argemir (Tarrasa , 10 de diciembre de 1973) es una música de la escena independiente, creadora, escritora y economista crítica española.
Como economista y activista política ha desarrollado su labor principalmente en el seno de Comissions Obreres de Catalunya.",0.36
ESP-train-0037,"La prominencia nasal medial y lateral de cada placode da lugar a la nariz, el filtro del labio superior y el paladar primario.
La prominencia nasal medial y lateral de cada placode permite que emerja la nariz, el filtro del labio superior y el paladar primario.",0.78
ESP-train-0038,"La arquidiócesis de Chieti-Vasto (en latín: "" Archidioecesis Theatina-Vastensis "") es una jurisdicción eclesiástica metropolitana de la Iglesia católica perteneciente a la región eclesiástica Abruzzo-Molise.
Mathieu empezó su carrera en el F. C. Sochaux-Montbéliard.",0.08
ESP-train-0039,"Los Nerds, que se esconden en las aulas de informática y economía, tienen una posición aún más desesperada.
Antes de que hayamos corrido otra media milla deberíamos estar dentro del rango . Wolverstone juró en detalle, y luego de repente comprobó.",0.47
ESP-train-0040,""" Fue una carrera rápida, y tuve un Ford Pennzoil tan loco "", dijo Logano.
"" Fue una carrera rápida, y tuve un Ford Penn Zoil tan loco "", dijo Logano.",0.89
ESP-train-0041,"El río Dobroaia es un afluente del río Aujel de Rumania.
El Río Dobroaia es un afluente del Río Aușel en Rumania.",0.71
ESP-train-0042,"Primer título donde conocí a Tony Collette.
Tras un intereante planteamiento, los guionistas aparecen tan perdidos como la princesa de cuento en el Nueva York actual.",0.37
ESP-train-0043,"En 1891 se convirtió en profesor de química inorgánica y en 1903 profesor de química general y analítica.
Steven está atrapado, sin embargo, por un administrador de sistemas corrupto que extorsiona a Nick por $50,000 para la información.",0.0
ESP-train-0044,"O, considera el problema de informar al Congreso sobre acciones encubiertas.
Mihdhar dio el Hotel Marriott, en Nueva York, como su dirección, pero pasó la noche en otro hotel de Nueva York.",0.26
ESP-train-0045,"Hay algunas noticias que son difíciles de explicar.
Hay que preguntarse: ""¿Ha cambiado el comportamiento del virus?""",0.49
ESP-train-0046,"El Banco Mundial anunció este jueves que aportará US$2.000 millones a Ucrania para apoyar a la población de escasos recursos, implementar reformas económicas y luchar contra la corrupción.
El presidente del organismo, Jim Yong Kim, resaltó que la puesta en marcha de las reformas es vital para la estabilidad de Ucrania.",0.6
ESP-train-0047,"Timothy Torlot se casó con Bridie Morton en 1986.
En 2004, Stotesbery jugó junto a Mike White en el piloto de FOX "" Cracking Up "" creado por Jason Schwartzman.",0.18
ESP-train-0048,"Un hombre está cortando el césped
Un hombre no está cortando el césped",0.65
ESP-train-0049,"El hombre está siendo derribado de un caballo.
Alguien se cae del caballo",0.51
ESP-train-0050,"Aburrida, larga y pesada propuesta cinematográfica sobre los atentados del 11 de septiembre de 2001.
Cruda, honesta, orgánica, emotiva: This is London es una película incómoda, que no se olvida ...",0.46
ESP-train-0051,"El 96% de las personas hablaban solo inglés en casa . Los siguientes idiomas más comunes fueron 1.5% vietnamita , 1% samoano.
El 96% de las personas hablaban solo inglés en el hogar, los segundos idiomas más comunes eran el 1,5% samoano y el 1% vietnamita.",0.86
ESP-train-0052,"¿Para qué estación de radio trabajó Paul Harvey?
¿Cuál es el número de cromosomas de un elefante?",0.37
ESP-train-0053,"El río Azuga es un afluente del río Turc en Rumania.
El río Valea Turcului es un afluente del río Azuga en Rumania.",0.76
ESP-train-0054,"Una motocicleta está siendo conducida por un hombre.
Un hombre se zambulle por un acantilado",0.47
ESP-train-0055,"¿De dónde vienen exactamente las matemáticas?
""Se trata de una resolución genial e inesperada del enigma de la radiación anómala de microondas"", afirmó Greaves.",0.24
ESP-train-0056,"Las Naciones Unidas afirmaron que el número de muertos desde el inicio del conflicto sirio en marzo de 2011 se estima en 60.000.
""Impactante"" ""El número de víctimas es mucho mayor del que esperábamos y es verdaderamente impactante"", dijo Pillay.",0.56
ESP-train-0057,"Durante el período del informe, se identificó a los nicaragüenses como una de las principales nacionalidades de las víctimas notificadas en Guatemala.
Jassie Gift es el director musical y Krishna Kumar es el camarógrafo de la película.",0.24
ESP-train-0058,"Fue introducido por Bharathiraja por primera vez en la película "" Alaigal Oivathillai "".
La escuela está conectada con el departamento secundario de la escuela autista Ysgol Plas Brondyffryn, que se construyó en 2003.",0.5
ESP-train-0059,"El arameo sigue siendo, sin embargo, un idioma local para cristianos orales, literarios y litúrgicos y también para algunos judíos.
Sin embargo, el arameo sigue siendo un idioma hablado, literario y litúrgico para los cristianos locales y también para algunos judíos.",0.65
ESP-train-0060,"La mona de Pascua es un alimento típico de la repostería española.
En Galicia se sirve un alimento similar denominado roscón o "" rosco "" de Pascua, llamado hornazo en Jaén y pegarata o "" bolla "" en Asturias.",0.4
ESP-train-0061,"Pero tienen un nombre secreto y privado que sigue siendo un secreto familiar.
Cristina estoy de acuerdo contigo sobre todo lo que dices acerca del nombre de la rosa.",0.4
ESP-train-0062,"Da brincos sobre su pierna derecha, mientras el viento y la arena percuden el vendaje blanco ceñido a su pantorrilla izquierda.
Si nadie les habla de las diferentes formas de disfrutar del sexo, a este colectivo no queda más remedio que ser autodidacta.",0.49
ESP-train-0063,"La niña, que es joven, está soplando una burbuja enorme.
La chica de la camisa roja está soplando una burbuja.",0.58
ESP-train-0064,"La presunta trama corrupta logró cerrar, a través de los ex dirigentes de CiU Macià Alavedra y Lluís Prenafeta, al menos dos grandes negocios con el tripartito, con sus respectivas comisiones.
Karl Richard Lepsius creó el "" alfabeto estándar, por Lepsius, "" basado en el alfabeto latino, para transcribir los jeroglíficos egipcios.",0.16
ESP-train-0065,"La línea cae brevemente desde Muirhouse North Junction, pero sube a Mount Florida en un gradiente predominante de 1 a 70.
La línea cae brevemente de Muirhouse North Junction, pero sube en un gradiente gobernante de 1 en 70 a Mount Florida.",0.75
ESP-train-0066,"Pero también son humanos y tienen sus problemas de amor como cualquiera.
Young me pregunta si hay tiendas de comestibles africanos cerca de donde vivo, en el sur de Londres.",0.28
ESP-train-0067,"Argentina anunció que 4.500 artefactos regresarán a Ecuador y Perú.
""Estamos haciendo algo casi inédito no solamente en América Latina sino en el mundo restituyendo patrimonio cultural a otros países"", afirmó.",0.15
ESP-train-0068,"RCMP refirió al Senado a los 30 casos.
Los psitacosauridos eran conocidos por casi todos los ceratopsianos basales excepto "" Yinlong "" y quizás los Chaoyangsauridae.",0.06
ESP-train-0069,"Roma se prepara para la canonización de dos Papas: el pontífice polaco Juan Pablo II y el italiano Juan XXIII.
Se trata de una muralla que fue parte de la defensa de la Roma antigua.",0.29
ESP-train-0070,"Hay tecnologías perturbadoras, como la inteligencia artificial y el llamado big data, que están cambiando nuestra manera de trabajar.
Mi vida es mejor ahora.",0.24
ESP-train-0071,"Thriller discreto que promete mucho de arranque y va languideciendo
Con unos altibajos de ritmo brutales, con una subtrama viral que nadie termina de comprender y un final que es puro delirio ...",0.37
ESP-train-0072,"Telli Hümaşah Zeynep Sultan (Grecia , 1634- Estambul, después de 1672) fue una de las ocho consortes del sultán otomano Ibrahim I, ella fue su única esposa legal.
Su historia dio origen a la historieta histórica "" Guantánamo Kid "" de Jérôme Tubiana y Alexandre Franco publicada en marzo de 2018.",0.24
ESP-train-0073,"Una persona haciendo rapel.
Una persona esta haciendo rapel",0.67
ESP-train-0074,"Siete inmigrantes muertos en las costas de Ceuta
Un segundo grupo intentó cruzar de forma ilegal la frontera entre Ceuta y Marruecos por tierra.",0.27
ESP-train-0075,"Un motociclista atropella a un hombre
Un hombre está apoyado contra un poste y está rodeado",0.46
ESP-train-0076,"La música fue escrita por MS Baburaj y la letra de Naattika Sivaram fue compuesta.
La música fue compuesta por MS Baburaj y la letra fue escrita por Naattika Sivaram.",0.61
ESP-train-0077,"Un hombre trepa por una pared de roca y otro sujeta una cuerda
Los hombres escalan una montaña",0.5
ESP-train-0078,"Kim Kardashian, Ruby Rose y las otras celebridades ""más peligrosas"" en internet
También hay varios nombres de actores y actrices, tanto en la lista británica como en la estadounidense.",0.37
ESP-train-0079,"Cuando se designó por primera vez, la ruta entre Treichlers y Bath fue pavimentada.
Cuando se designó por primera vez, la ruta fue pavimentada entre Treichlers y Bath.",0.78
ESP-train-0080,"Se encuentra ubicada en el punto kilométrico 309,6 de la línea férrea de ancho ibérico que une Zaragoza con Barcelona por Lérida y Manresa a 175 metros de altitud.
El tramo es de vía doble y está electrificado.",0.25
ESP-train-0081,"A la hora de conformar el nuevo Gobierno, queremos recordar que la humanidad enfrenta desafíos inmensos en los próximos años.
La biotecnología y la digitalización de la economía tienen consecuencias que apenas anticipamos y que requieren de nuevas respuestas a retos como la privacidad o el control de la información.",0.37
ESP-train-0082,"Los hermanos Almodóvar en primera fila, Elvira Lindo y Javier Cámara justo detrás, Marisa Paredes un poco más a la derecha.
Hace tiempo que las visitas de Caetano Veloso a Madrid se cuentan por acontecimientos que trascienden lo musical para abrazar la dimensión sociológica.",0.35
ESP-train-0083,"En 1986, Sudáfrica apoyó el golpe de Estado en Lesotho que llevó al poder a Justin Lekhanya.
Sudáfrica apoyó el golpe de estado en Lesotho en 1986, que llevó al poder a Justin Lekhanya.",0.74
ESP-train-0084,"El presente trabajo estudia el efecto de las imperfecciones del mercado del crédito sobre la economía agregada y sobre distintas categorías de empresas.
Entre 2014 y 2016 se desempeñó como comandante general de la Guardia Nacional Bolivariana (GNB).",0.28
ESP-train-0085,"Benjamin Harrison (20 de agosto de 1833 - 13 de marzo de 1901) fue el vigésimo tercer presidente de los Estados Unidos, entre 1889 y 1893.
Licenciado en Leyes por la Universidad Miami, también en Ohio, ejerció como abogado desde 1854.",0.4
ESP-train-0086,"O así lo parecía desde la acelerada moto de nieve que daba saltos sobre la tundra del Ártico.
La presentación de la nave Dragon V2 tuvo lugar en medio de una gran expectación en la sede de SpaceX en la localidad californiana de Hawthorne, en el condado de Los Ángeles.",0.25
ESP-train-0087,"""Yo sabía que, a pesar de las llamas, tenía que saltar"".
Además del clima, también podrían haber factores técnicos a considerar"", explica Guillermo Galván, el director editorial de Transponder 1200.",0.11
ESP-train-0088,"Un grupo de personas está de pie alrededor de una mesa de mezclas de sonido.
Un grupo de personas está parado alrededor de una mesa de mezclas de sonido.",0.82
ESP-train-0089,"No se deben pasar por alto los destellos de sabiduría.
De momento se han salvado, pero en cuanto me vaya sólo podrá sobrevivir uno de ellos, quizás dos.",0.21
ESP-train-0090,"El tofu no está siendo cortado por una mujer
Una mujer está cortando ajo",0.47
ESP-train-0091,"El segundo es el artista italiano, Carlo Brancaccio, que pintaba principalmente paisajes de ciudades con personas en menor escala en la composición mezclándose en ella.
La tercera y última obra es del pintor belga Charles Billoin, que retrataba principalmente a personajes de la época.",0.52
ESP-train-0092,"El ejército de Israel llevó a cabo ataques aéreos contra posiciones del ejército de Siria en la provincia de Quneitra, fronteriza con Israel.
Los bombardeos iban dirigidos contra un centro de entrenamiento del ejército sirio, un cuartel general del ejército y baterías de artillería.",0.59
ESP-train-0093,"El estatuto de los principios de la bioética tiende a interpretarse como principios prima facie.
Cuando se hace una excepción se tiene claro que se está optando por el mal menor y que lo bueno sigue siendo lo que dice la norma, no la excepción.",0.22
ESP-train-0094,"Las redes híbridas de fibra óptica y cable coaxial, HFC, fueron implementadas en un principio por operadores de TV Cable, los que posteriormente incluyeron servicios como Video-on-Demand, Pay-Per-View, etc.
En la discusión actual sobre telecomunicaciones se encuentran habitualmente términos como convergencia IMS (IP Multimedia Subsystem) y Redes de Nueva Generación, NGN (Next Generation Networking).",0.49
ESP-train-0095,"Thrapston (Bridge Street) estaba en la antigua línea LNWR Peterborough a Northampton.
Brian Barrett, jefe de policía de Union City, es un residente de Union City que reemplazó al ex jefe Richard Molinari.",0.36
ESP-train-0096,"Se llaman Fernando Colunga Ultimate Experience (""La Máxima Experiencia Fernando Colunga"") y es una banda de metal que se formó en Pozarevac, en el este de Serbia.
""Todo comenzó en 2010, cuando el bajista Marko Zivkovic celebraba su cumpleaños.",0.38
ESP-train-0097,"El hombre que cree que Sudamérica puede estar secándose
""Ríos voladores"" Una de las teorías en las que se apoyan las conclusiones de Nobre es la ""bomba biótica"", según la cual los vientos son impulsados por la habilidad de los bosques de condensar humedad.",0.21
ESP-train-0098,"¿Cuántos megavatios proyecta producir la energía construida en Indonesia por un consorcio encabezado por la Energía de la Misión de los EE. UU.?
¿Qué hay de nuevo en el mundo postal en 1999?",0.5
ESP-train-0099,"Dos personas están peleando a puñetazos en un ring.
Un grupo de personas sostiene bebidas y apunta a la cámara.",0.5
ESP-train-0100,"Charles Conger lo vendió a Esler en 1889, quien se lo vendió a Horace Nichols en mayo de 1891.
En 1889, se lo vendió a Esler, quien se lo vendió a Horace Nichols en mayo de 1891.",0.78
ESP-train-0101,"En frente de la veranda de madera, hay agujeros para la fijación de pilares rotos.
En frente de la galería rota hay agujeros para sujetar pilares de madera.",0.76
ESP-train-0102,"El 11 de septiembre de 2017, comenzó una cuarta serie de reanimación y la segunda serie en general.
Aksuat Dendropark (en ruso: Akshout Dendropark) es un monumento natural (Áreas protegidas del Óblast de Ulyanovsk )",0.37
ESP-train-0103,"Una mujer está hablando por un dispositivo telefónico.
Dos niños están hablando por teléfono.",0.35
ESP-train-0104,"Una de las imágenes más comentadas de la reciente visita del presidente francés, Emmanuel Macron, a Estados Unidos fue la de Macron y Trump plantando un árbol en la Casa Blanca.
No obstante, la última solicitud, siendo mayor, por más de 250.000 dosis, fue rechazada.",0.36
ESP-train-0105,"El bote de rescate, que es de color naranja, corre a través del agua.
Una multitud de personas está lejos del agua.",0.17
ESP-train-0106,"Abraham Naftali Hertz Scheuer nació en Fráncfort del Meno en 1753 de su padre el rabino David Tebele Scheuer.
Una gran batalla tuvo lugar en el Dagorlad en el que las fuerzas de Sauron fueron destruidas y la Puerta Negra fue asaltada.",0.15
ESP-train-0107,"Brayshaw terminó su carrera y comenzó con Claremont Football Club en la West Australian Football League.
Brayshaw terminó su carrera y comenzó con su Club Claremont en la West Australian Football League.",0.93
ESP-train-0108,"La selección inca jugará la tercera final de su historia, el domingo ante Brasil en Maracaná.
Tiene un antecedente de lujo, sus otros dos partidos decisivos los ganó.",0.58
ESP-train-0109,"¿Cómo se llevó a cabo la séptima extensión del turno iniciada?
¿En qué capítulo de Lo que el viento se llevó Rhett Butler abandona a Scarlett O'Hara?",0.58
ESP-train-0110,"Nació en Tacna el 1 de abril de 1938, cuando su padre con el Grado de Teniente Coronel había sido destacado para instalar allí la primera sede de la Guardia Civil.
Inició sus estudios en el Colegio Maristas de San Isidro - (1947) continuando los primarios y secundarios en el Colegio de la Inmaculada - (1955).",0.55
ESP-train-0111,"Se mudó a Illinois en 1891 y se estableció en Ottawa.
Se mudó a Ottawa y se estableció en Illinois en 1891.",0.64
ESP-train-0112,"Dos hombres juegan cricket afuera.
Dos hombres juegan cricket.",0.86
ESP-train-0113,"La decoración también puede aportar nuevas texturas en boca, como es el caso de los crutones o barquillos, que son crocantes.
La decoración es un aspecto importante en el contexto de la alta cocina.",0.66
ESP-train-0114,"Bashar al Asad envía mensaje al Papa Francisco
El más reciente lo realizó el día de Navidad.",0.51
ESP-train-0115,"Ver el 32o Parlamento canadiense, luego 33 Parlamento canadiense
Ver : 32do parlamento canadiense luego 33er parlamento canadiense",0.83
ESP-train-0116,"Se encuentra en el Himalaya, desde Cachemira hasta el Tíbet, el sur de Nepal y Sikkim hasta Bután.
Se encuentra en el Himalaya, desde Kashmir hasta el Tíbet, el sur de Nepal y Sikkim hasta Bután.",0.72
ESP-train-0117,"Un hombre del Medio Oriente está de pie con la espalda contra un poste de luz cerca de otras personas.
Una mujer sobre una roca está de pie y mira a su alrededor.",0.4
ESP-train-0118,"Una mujer, que no tiene zapatos, está sentada sobre una manta bajo un paraguas color lavanda.
El hombre está sentado afuera bajo un paraguas púrpura.",0.16
ESP-train-0119,"El primer cosmonauta fue el piloto de la fuerza aérea soviética Yuri Gagarin, también la primera persona en el espacio.
Hay 22 especies en el género . 17 especies tienen una concha dextral y 5 especies son sinistrales.",0.24
ESP-train-0120,"Efectiva película que narra casi con rigor histórico los últimos días de un decrepito Adolf Hitler en un bunquer en Berlin.
En este caso, nunca fue más verdad aquella expresión de "" Me gustó mucho más el libro...""",0.47
ESP-train-0121,"Mark Alan Dacascos (26 de febrero de 1964) es un actor y experto en artes marciales estadounidense.
A mediados de su vida, David Middleton (Yorkshire, Reino Unido , 1941) quiso liberarse del estrés como quien deja salir el gas de un refresco.",0.29
ESP-train-0122,"Una nueva directiva fue adoptada por el Parlamento Europeo en julio de 2008 y aprobada por el Consejo en octubre de 2008.
Cuenta además con representación a nivel regional y local.",0.26
ESP-train-0123,"Después del escándalo por una mansión de US$7 millones propiedad de su esposa, el presidente Enrique Peña Nieto publicó los detalles de su patrimonio personal.
Los científicos son optimistas sobre los valiosos aportes que podrá generar este hallazgo.",0.39
ESP-train-0124,"Argentina se prepara para un experimento de banca central consistente en gastar y esperar.
Participó en la Segunda Guerra Mundial y, tras la contienda, fue contable en las minas de carbón de Béchar, en Argelia.",0.47
ESP-train-0125,"Incendios en Australia: qué animales resisten mejor y cuáles tienen menos posibilidades de sobrevivir
Los rescates de animales ofrecen grandes titulares y los centros de atención tienen un efecto positivo en áreas como Nueva Gales del Sur y Queensland, donde los koalas están en declive.",0.25
ESP-train-0126,"En 2005, Toshiaki Imai fue nombrado asistente de Chen, el entonces gerente del equipo nacional de Taipei Chino.
Y más tarde, Roque López se instaló como presidente del gobierno provisional en la ciudad de Santa Bárbara en Iloilo.",0.53
ESP-train-0127,"¿Cómo funciona el Nintendo Zapper?
¿Cómo puedo encontrar la dirección de correo electrónico de alguien en Internet?",0.28
ESP-train-0128,"Los 8 presidentes de Estados Unidos que murieron ejerciendo su cargo
Garfield murió porque le abrieron una de sus heridas para encontrar la bala y finalmente le provocaron una infección y hemorragias internas.",0.27
ESP-train-0129,"Un león camina cansado en un corral
Un gato negro camina por un terreno rocoso.",0.47
ESP-train-0130,"Un perro grande y un perro blanco pequeño pasan uno junto al otro
Un perro blanco está de pie sobre una colina cubierta de hierba",0.8
ESP-train-0131,"El "" corvo "" es un arma blanca tradicional usada en Chile, de carácter ofensivo, apta para la lucha cuerpo a cuerpo.
El corvo es un arma que aparece recurrentemente en la literatura, temas de folclore y episodios históricos de Chile.",0.75
ESP-train-0132,"Sin embargo, el embajador William Sullivan y su sucesor, G. McMurtrie Godley, continuaron supervisando los ataques aéreos en Laos.
Se ha diseñado un concepto de reactor grande, pero aún se está diseñando el diseño modular pequeño.",0.5
ESP-train-0133,"El área de procesamiento de voz estudia diversos temas uno de los cuales es la verificación de identidad del locutor a través de la huella vocal.
Para conseguir los objetivos propuestos se creó un programa cliente en un smartphone con sistema operativo Android que se comunica con el servidor de verificación de locutor del LPTV.",0.51
ESP-train-0134,"El niño no va en triciclo
Un niño está tocando un instrumento de viento.",0.37
ESP-train-0135,"Un cazador furtivo de venados del estado de Misuri, en el noreste de EE.UU., recibió un castigo inusual, además de una condena de prisión.
Berry también fue condenado a 120 días de prisión por violar una orden de libertad condicional por posesión de armas de fuego.",0.47
ESP-train-0136,"¿Está bien que un violador represente a tu país en la cancha?
El fútbol no es una tuerca crucial en el engranaje de la sociedad.",0.59
ESP-train-0137,"Mahathir escribió otra carta a Manser en marzo de 1992 :
Sheffield Wednesday contrató a Evans de Huddersfield Town el 12 de julio de 2002 como respaldo de Kevin Pressman.",0.4
ESP-train-0138,"Un pato marrón con cabeza verde agita sus alas en el agua.
Una multitud de personas está cerca del agua.",0.75
ESP-train-0139,"Al entrar en la explanada de Mendizabala, en Vitoria, los amantes del rock se afanaban ayer en encontrar algún lugar a la sombra.
El calor asfixiaba la capital alavesa.",0.34
ESP-train-0140,"El poder estaba en manos de un pequeño grupo de familias angloirlandesas que eran leales a la Iglesia Anglicana de Irlanda.
El poder estaba en manos de un pequeño grupo de familias irlandesas e inglesas que eran leales a la Iglesia Anglicana de Irlanda.",0.91
ESP-train-0141,"""Gloriosamente feo"": el polémico busto de Cristiano Ronaldo que se develó en el aeropuerto de Portugal que lleva su nombre
El de Belfast, en Irlanda del Norte, se empezó a llamar George Best a partir de 2006 en honor al exfutbolista del equipo Manchester United, un año después de la muerte de este.",0.74
ESP-train-0142,"Por sus contribuciones a la geometría algebraica, la teoría de números y la topología ha sido considerado uno de los matemáticos más prominentes del siglo XX.
Las ganancias generadas por esta nueva actividad económica beneficiaban a un reducido grupo de inversionistas y comerciantes que implantaron en la sociedad un nuevo proyecto de desarrollo.",0.27
ESP-train-0143,"Más tarde se ejercieron los tribunales de justicia, aquí se impartió justicia.
Se supone que los niveles de contaminación del aire por debajo del umbral para cada efecto de salud estudiado no causan el efecto.",0.21
ESP-train-0144,"El escándalo de Barmat se usó posteriormente en el nazi, propaganda como estrategia electoral y como un llamamiento al antisemitismo a menudo.
El escándalo de Barmat se usó luego con frecuencia en la propaganda nazi, como estrategia electoral y como recurso al antisemitismo.",0.8
ESP-train-0145,"Es el hombre que impulsó el referendo que se celebró en Reino Unido, el que construyó su carrera política haciendo campaña en favor de la salida del país de la Unión Europea (UE).
Su intento de convertirse en parlamentario fracasó en las elecciones de 2015.",0.23
ESP-train-0146,"Tuvieron que pasar 14 años para que la tenista estadounidense Serena Williams perdonara al torneo de Indian Wells, uno de los más codiciados del circuito profesional.
En 2001, la menor de las hermanas Williams conquistó su segundo título en Indian Wells todavía siendo una adolescente.",0.47
ESP-train-0147,"La casa torre, construida en los siglos IX y X, se amplió en la Edad Media en un castillo.
La torre de la casa, construida en los siglos 9 y 10, se amplió en un castillo en la Edad Media.",0.83
