PairID,Text,Score
kin_train_00016,"Rayon Sports ifite abanyamahanga bane barimo Umunye-Congo Manace Mutatu, Umunya-Mali Oumar Sidibé, Abanya-Côte d’Ivoire Drissa Dagnogo na Jean Vital Ourega.
Manace Mutatu, Ourega Jean Vital, Drissa Dagnogo, Sunday Jimoh na Oumar Sidibe nibo bakorewe iki gikorwa.",0.38
kin_train_00017,"Riderman yavuze ko iyi ndirimbo yari imaze igihe kinini muri studio ndetse mu byumweru bibiri azashyira hanze amashusho yayo.
Akiva Dubai, Knowless ngo azahita ashyira hanze imwe mu ndirimbo zizafatirwa amashusho i Dubai yise ‘Reka ngukunde"" ndetse ikazanasohokana n'amashusho yayo.",0.34
kin_train_00018,"Mimi Mirage ufite n’ibikorwa by’ubucuruzi mu mujyi wa Kigali ni umwe mu batangaje ku mugaragaro ko bashyigikiye Mwiseneza Josiane ndetse amwemerera imodoka.
Mwiseneza Josiane yashimiye Mimi Mirage washyize mu bikorwa ibyo yamusezeranyije, agasanga ari urugero rw’umuntu mwiza ufite umutima w’urukundo.",0.84
kin_train_00019,"Perezida Kagame yageze mu Bushinwa ku wa Gatanu tariki 17 Werurwe ari kumwe na Madamu n’abandi bayobozi mu nzego nkuru z’igihugu.
Biteganyijwe ko uruzinduko rwa Perezida Kagame mu Bushinwa rusozwa kuri uyu wa Gatandatu tariki 18 Werurwe",0.69
kin_train_00020,"Rayon Sports yasubijwe imodoka tariki ya 9 Kanama uwo mwaka nyuma y’ibiganiro byahuje impande zombi.
Rayon Sports izakira umukino ubanza uzaba tariki ya 9 Kanama 2019 mu gihe uwo kwishyura uzabera muri Sudani nyuma y’ibyumweru bibiri.",0.62
kin_train_00021,"Ntabwo hagaragajwe impamvu y’uko kugabanyuka ko gukora imibonano mpuzabitsina mu bashakanye ariko no mu bindi bihugu nka Leta Zunze Ubumwe za Amerika byaragabanyutse.
Iri zina ryakunze gukoreshwa cyane mu bihugu bikoresha ururimi rw’Icyongereza, nkaho muri Leta Zunze Ubumwe za Amerika ryatangiye gukoreshwa ahagana mu",0.31
kin_train_00022,"Umuvugo: Abana Yanditswe kuya 4-09-2013 saa 11:25' na Chantal Nyirabera Abana ni abahanga Bahanga Isi ikareka guhangayika, Bahangamura n'ibiyihungabanya, Ikaruhuka igahumeka amahoro.
Abana ni abahanga Bahanga Isi ikareka guhangayika, Bahangamura n'ibiyihungabanya, Ikaruhuka igahumeka amahoro.",0.62
kin_train_00023,"Hakiri kare ku munota wa 18’, Nsengiyumva Moustapha yaboneye Rayon Sports igitego cya mbere mbere yo kungamo icya kabiri ku munota wa 34’ w’umukino.
Nsengiyumva Moustapha yasimbuwe na Sibomana Abouba ku munota wa 65’ mbere naho Nova Bayama asimbura Muhire Kevin ku munota wa 68’ w’umukino.",0.59
kin_train_00024,"Umuyobozi Mukuru wa Polisi y’u Rwanda, Inspector General of Police (IGP) Emmanuel K.
Kigali: Abapolisi basabwe kurushaho kunoza imikorere bagendera ku ndangagaciro zayo Umuyobozi Mukuru wa Polisi y'u Rwanda, Emmanuel K.",0.5
kin_train_00025,"Muri iyi nkuru rero tugiye kurebera hamwe zimwe mu mpamvu zishobora gutera gutukura amaso ndetse n’ubufasha.
Muri iyi nkuru tugiye kureba uko inzoka zo mu nda ndetse n’izindi ndiririzi na Mikorobe zishobora gutera umubyibuho ukabije.",0.28
kin_train_00026,"Mubikorwa biteganyijwe gukorwa n'iri huriro harimo kwifatanya n'Abanyarwanda n'amahanga kwibuka ku nshuro ya 22 Jenoside yakorewe Abatutsi mu
Umuyobozi Wungirije wa Kaminuza ya UNESCO IHE avuga ko bazakomeza kwifatanya n'Abanyarwanda mu kwibuka abazize Jenoside yakorewe Abatutsi.",0.44
kin_train_00027,"Suge J Knight yavuze ko ari gukorana indirimbo nshya na Tupac muri studio ndetse atapfuye uri Nzeri 1996 nkuko byavuzwe.
Suge J Knight yatangaje byinshi kuri Tupac ndetse ashyira hanze amafoto aherutse kwifotozanya na 50 Cent na Beyonce",0.75
kin_train_00028,"Perezida KAGAME yashimiye Ndayisenga Valens watwaye Tour du Rwanda Perezida Paul Kagame yashimiye Ndayisenga Valens nyuma y'umunsi umwe yegukanye Tour du Rwanda
Ndayisenga Valens watwaye Tour du Rwanda kuri iki cyumweru Ku rubuga rwe rwa Twitter, Perezida Kagame yanditse ashimira Ndayisenga Valens ndetse n'abayitabiriye bose muri rusange.",0.75
kin_train_00029,"Bamwe mu bafana bagize Gisaka Fan Club nibo bagiye gusangira n’abarwayi barwariye mu bitaro bikuru bya Kibungo biherereye mu Karere ka Ngoma.
Gisaka Fan Club ibarizwa mu Karere ka Ngoma.",0.56
kin_train_00030,"Icyerekana ko hari ikintu cyabaye ni ibarwa cyangwa se inama [imyanzuro] ikaba isinye, ukaba ufite imyanzuro y’inama ariko ibyo ntibikorwa n’imyanzuro y’inama bikorwa n’ibarwa.’’
Mu gihe ufite umukunzi ukaba umukunda nyabyo ariko we akaba atakwizera hari inama ugirwa nkuko tubikesha Agasaro Magazine.",0.38
kin_train_00031,"Ba mukerarugendo bagenda mu karere ka Rutsiro bavuga ko hari ibyiza byinshi ariko umuhanda n'ibyapa biyobora abagenzi biracyari imbogamizi.
Imbogamizi ba mukerarugendo bavuga ko bahura na zo mu gihe batembera mu karere ka Rutsiro ngo ni ibyapa bikiri bicye ku mihanda biyobora abagenzi.",0.82
kin_train_00032,"Inkuru bijyanye:Ibyumba by'amasengesho bisigaye bifatirwamo abagore ku ngufu Hari abahurira n'ibibazo mu byumba by'amasengesho
Abaririmbyi b'itorero Indangamuco bizihiwe Abakobwa b'itorero Indangamuco babyina Abasore bagize itorero Indangamucoi bahamiriza mu Buyapani",0.22
kin_train_00033,"Mfite imishinga myinshi hano ndi no gukora kuri album yanjye nshya ishobora kuzasohoka umwaka utaha.
Meddy: Ni byinshi mfite imishinga myinshi ndi gukoraho ngira ngo mu bintu byanzanye hano nabyo birimo, ngo mfatanye n’abandi bahanzi kuzamura umuziki.",0.59
kin_train_00034,"Yagize ati “Muzi ko Afreximbank nk’uko perezida wayo yabivuze ubwo inama yatangiraga, ishaka guha u Rwanda miliyoni 500 z’amadolari.
Ubwo hizihizwaga imyaka 40 y’umubano w’ibihugu byombi, u Bushinwa bwari bumaze guha u Rwanda miliyoni 170 z’amadolari.",0.25
kin_train_00035,"Bigirinka yatangiriye urugendo rwe iwabo ku ivuko mu Murenge wa Mukamira ho mu Karere ka Nyabihu mu Ntara y’Iburengerazuba.
Bigirinka yakomereje urugendo rwe mu yindi mirenge igize Akarere ka Nyabihu aho yamaze iminsi ine mbere yo kwerekeza mu Karere ka Rusizi.",0.75
kin_train_00036,"Umwanya wo kuramya no guhimbaza Imana uzayoborwa n’amatsinda abizobereye arimo Ntora Worship Team iyoborwa n’umuramyi Tuyizere Papi Clever n’irya Nyarugenge.
16:40: Healing Worship Team yageze ku rubyiniro itangira kuririmba Itsinda rimaze kwamamara mu muzika wo guhimbaza no kuramya Imana rya Healing Worship Team ryahamagawe.",0.28
kin_train_00037,"Gutanga amakuru Ubuyobozi bw'Akarere ka Burera bukomeza gushishikariza abaturage kurwanya ibiyobyabwenge, batanga amakuru y'aho byaba biri cyangwa se y'ababicuruza.
N'ubwo ubuyobozi bw'Akarere ka Burera bukomeza gusaba abaturage kurwanya ibiyobyabwenge bigaragara ko bidacika burundu.",0.81
kin_train_00038,"Iri tangazo ryashyizweho umukono na Stella Ford MUGABO Ministiri Ushinzwe Imirimo y'Inama y'Abaminisitiri
FOTO/Faustin Nkurunziza NB: Mu nkuru zacu zitaha turabagezaho uko abandi bahanzi nabo bitwaye VIDEO: Eliel Sando",0.19
kin_train_00039,"Buri inzu ifite agaciro ka miliyoni 18 n’ibihumbi magana atandatu, ikaba igizwe n’ibyumba bitatu.
Izo modoka zashyikirijwe Minisitiri ushinzwe ibiza no gucyura impunzi, Madame Seraphine Mukantabana; buri imwe ikaba ifite agaciro k’amafaranga miliyoni 35,",0.22
kin_train_00040,"Munyemana yavuze ko imikino yakinwe nyuma gato ya Jenoside yagize uruhare mu kongera guhuza Abanyarwanda, abari hanze y’igihugu baratahuka.
Mu butumwa bwe, Minisitiri Uwizeye yavuze ko nyuma ya Jenoside u Rwanda rwari rukeneye abafatanyabikorwa bo kongera guhuza imbaraga narwo mu kongera kubaka ibyari byarangiritse.",0.28
kin_train_00041,"Yagize ati ""Ndagushimiye Donald Trump ku ntsinzi wabonye kandi neza.Twizeye gukomeza umubano mwiza na Leta Zunze Ubumwe za Amerika ndetse n'ubuyobozi bushya.""
Coronavirus nta muti n’urukingo irabonerwa, ariko abaganga bo mu Bushinwa barakataje bashaka umuti ndetse n’abo muri Leta Zunze Ubumwe za Amerika batangiye kugerageza urukingo rwayo.",0.12
kin_train_00042,"Iki gikorwa cyo kwibuka ku nshuro ya 19 Jenoside yakorewe abatutsi, cyateguwe n'umuryango Never Again, ugizwe n'abarokotse Jenoside yakorewe abatutsi mu Rwanda ufatanyije n'inshuti zawo.
Mubikorwa biteganyijwe gukorwa n'iri huriro harimo kwifatanya n'Abanyarwanda n'amahanga kwibuka ku nshuro ya 22 Jenoside yakorewe Abatutsi mu",0.41
kin_train_00043,"Ni indirimbo yashyize hanze kuri uyu wa Kabiri tariki 22 Kanama
Kuri uyu wa Kabiri tariki 29 Mutarama 2019 nibwo Mbonyi yashyize hanze indirimbo ya mbere izaba iri kuri iyo album.",0.34
kin_train_00044,"“Tukaba dufitemo iteka rya Minisitiri rigena imikorere n’imikoranire y’inzego z’imitunganyirize ya siporo n’imikino n’uburyo bwo gutanga ishimwe n’ingororano ku bakinnyi.
Shema akomeza ati “Iteka rya kabiri ni irya Minisitiri rigena imitunganyirize y’ibyiciro bya siporo n’imikino n’imikorere n’imitunganyirize y’irerero ryigisha siporo n’imikino.",0.75
kin_train_00045,"Ni igitaramo cyatangiye ahagana ku isaha ya saa kumi n’imwe n’igice, gisozwa saa yine n’igice z’ijoro.
Sinach yageze mu Rwanda ahagana ku isaha ya saa tatu n’igice z’ijoro.",0.38
kin_train_00046,"Mu Bwongereza n’u Budage, izagurishijwe zifite ubushobozi bwo kwakira internet yihuta ya 5G mu gihe muri Leta Zunze Ubumwe za Amerika ho bidakunda.
U Bushinwa bwabaye igihugu cya gatatu kigeze ku Kwezi nyuma ya Leta Zunze Ubumwe za Amerika n’u Burusiya.",0.28
kin_train_00047,"Biteganyijwe ko IONIQ 5 izashyirwa ku isoko muri Gashyantare 2021, ikaba ishobora kuzaba ifite agaciro ka 54,60$ (miliyoni 54 Frw).
Amakuru yimbitse kuri izi modoka biteganyijwe ko Hyundai izayashyira ahagaragara muri Gashyantare 2021, ubwo IONIQ 5 izaba ishyirwa ku isoko byeruye.",0.72
kin_train_00048,"Minisitiri Murekezi kandi yijeje abafite ubumuga ko Leta y'u Rwanda izakomeza kubaha ubufasha ndetse anasaba abanyarwanda kuzagira uruhare mu munsi mpuzamahanga wahariwe abafite ubumuga.
Ati:""Leta y'u Rwanda na yo yongeye kwizeza abafite ubumuga ko izakomeza kubaha ubufasha bwose bushoboka.",0.62
kin_train_00049,"Bizimana yabitangarije i Kabgayi mu Karere ka Muhanga ubwo hibukwaga ku nshuro ya 25 Jenoside yakorewe Abatutsi bari bahungiye kuri Diyosezi ya Kabgayi.
Mu myaka ibiri ishize mu karere ka Muhanga hamaze kubakirwa imiryango itishoboye y'abarokotse Jenoside yakorewe Abatutsi igera ku",0.5
kin_train_00050,"Uretse igitaramo bateganya gukora bizihiza imyaka 20 , korali Friends of Jesus yanateguye ibikorwa binyuranye byo gufasha abatishoboye.
Barateganya gukora igitaramo cyihariye Ku itariki 19 Kanama 2017 nibwo Friends of Jesus izakora igitaramo cyihariye bizihiza iyi sabukuru y’imyaka",0.75
kin_train_00051,"Inkuru bijyanye: Donald Trump yatsindiye kuba Perezida wa 45 wa Amerika (Yavuguruwe) Donald Trump ugiye kuyobora Amerika ni muntu ki?
Ijambo rya Donald Trump nyuma yo gutorerwa kuba Perezida wa Amerika",0.75
kin_train_00052,"Guterura ibiremereye Guterura ibintu biremereye, ni kimwe mu bifasha umubiri gukora neza, bigabanya ibinure ndetse bituma umuntu agaragara neza kuko byongera umubyimba w’umubiri.
Yavuze ko gukora siporo bifasha umubiri gukora neza no kwirinda indwara zitandura ndetse no kugira ubudahangarwa.",0.56
kin_train_00053,"Perezida Kagame yavuze ko hari byinshi bihari mu bushobozi Abanyarwanda bafite bashobora gukora bikabyara inyungu hadategerejwe ibyo mu baturanyi.
Perezida Kagame yavuze ko abanyarwanda nibakomeza gukora ibyo bashoboye byose bigamije iterambere, ngo nta kabuza bazabigeraho kuko ngo abantu bose Imana yabaremanye ubushobozi bungana.",0.44
kin_train_00054,"Umukino wa shampiyona uzahuza Rayon Sports na Gasogi United uzaba kuwa 02 Ukwakira 2019,uzabera kuri stade ya Kigali I Nyamirambo.
Umukino Rayon Sports yagombaga gukina na Kirehe ufungura shampiyona warasubitswe nyuma y'uko Rayon Sports igiye I Kirehe bagasanga nta basifuzi bahari ihitamo kwigarukira.",0.41
kin_train_00055,"Ubwo yatangizaga ku mugaragaro iyi nama, Umunyamabanga wa Leta muri Minisiteri y’Ububanyi n’Amahanga, Amb.
Umunyamabanga wa Leta muri Minisiteri y’Ububanyi n’Amahanga, Ubutwererane n’Ibikorwa by’Umuryango wa Afurika y’Iburasirazuba, Amb.",0.47
kin_train_00056,"Iperereza ngo ryahise ritangira kuri ibi byaha akekwaho kugira ngo dosiye ishyikirizwe ubushinjacyaha.
Ukekwa ubu afungiye kuri Sitasiyo ya RIB ya Nyarugunga mu gihe iperereza rikomeje kugira ngo hakorwe dosiye ishyikirizwe Ubushinjacyaha.",0.62
kin_train_00057,"Mu gusubiza uwabajije ikibazo, Dr Iba yavuze ko kuva amaraso mu gihe cyo gukora imibonano mpuzabitsina ari ikintu kidasanzwe kabone n’ubwo umugore yaba yaracuze.
Ati "" Ntabwo kuva amaraso mu gihe umugore akora imibonano mpuzabitsina ari ikintu gisanzwe nubwo yaba ari muri Menopause.",0.59
kin_train_00058,"Byatumye amakipe yombi arangiza igice cya mbere nta mpinduka zibaye APR FC ikiri imbere n'igitego kimwe ku busa bw'Amagaju FC.
Igice cya mbere kigiye kurangira Mico Justin yongeye kubona amahirwe imbere y’izamu ariko ntibyamuhira amakipe yombi ajya kuruhuka ari ubusa ku busa.",0.38
kin_train_00059,"Umuyobozi Wungirije w'Umujyi wa Kigali ushinzwe Ubukungu n'Iterambere, Busabizwa Parfait, yavuze ko kurwanya Jenoside biba byiza bihereye mu muryango.
Umuyobozi wungirije ushinzwe imibereho myiza y’abaturage mu Karere ka Gisagara, Gasengayire Clemence, yavuze ko bari gushaka uko bafasha uwo muryango.",0.22
kin_train_00060,"Jimmy Mulisa ni we mutoza mushya w'Amavubi Mulisa Jimmy usanzwe ari umutoza wungrirje mu ikipe y'igihugu Amavubi ubu yagizwe umutoza mukuru wayo asimbura McKinstry wirukanywe.
Jimmy Mulisa avugana na MAKURUKI yirinze guhakana iby'uko yagizwe umutoza w'Amavubi ariko avuga ko ntawe urabimubwira bityo ko nta makuru abifiteho.",0.78
kin_train_00061,"Ababayeho bazwi cyane kugeza ubu ni abakobwa b'impanga Abigail na Brittany Hensel bavukiye muri Leta ya Minnesota, muri Leta zunze ubumwe za Amerika.
Kugeza ubu abantu 435553 nibo bamaze kwandura Coronavirus muri Leta Zunze Ubumwe za Amerika.",0.28
kin_train_00062,"Muri 1979 yahawe igihembo cy'amahoro kitiriwe Nobel, kubera ibikorwa bye byiganjemo iby'impuhwe byarangwaga no gufasha abakene bo mu duce dukennye mu Buhinde nka ‘Calcutta'.
Mu 1979 yahawe igihembo cya Nobel kubera ibikorwa by’indashyikirwa yakoze yita ku bantu, yapfuye mu",0.75
kin_train_00063,"Itangazo ry'abafata Pansiyo n'amafaranga y'ibyago bikomoka ku kazi Itangazo rireba abatanga imisanzu yo kwivuza [email protected]
Uko Judo ikinwa Judo ikinirwa kuri matora zihariye bita Tatami",0.09
kin_train_00064,"Avuga ko ahubwo igisubiza inyuma Hip Hop ari abanyamakuru b’imyidagaduro baba abandika, abakora kuri Tereviziyo n’abakora kuri Radio zitandukanye avuga ko “bamunzwe na uswa”.
Akomeza avuga ko igisubiza inyuma injyana ya Hip Hop ari ikinyabupfura gike cy’abahanzi bakora iyo njyana.",0.56
kin_train_00065,"Kuri uyu wa mbere tariki 6 Nyakanga 2020 nibwo uyu mukinnyi utaha izamu aciye ku ruhande rw’iburyo cyangwa rw’ibumoso yasinye imyaka 3 muri Rayon Sports.
Rayon Sports n’iyo yaba idatsinda tuzayiba inyuma Dream Unity yashinzwe tariki 10 Nyakanga 2020 ndetse yanamaze kwakirwa muri Fan Clubs zemewe za Rayon Sports.",0.44
kin_train_00066,"Uwakoze inkuru yabaye iya mbere yahembwe amafaranga ibihumbi 100,uwa Kabiri ahabwa ibihumbi 50 mu gihe uwa gatatu yahawe imipira yo kwambara.
Ukobizaba Cesar wahawe ibihumbi 100 nk'uwakoze inkuru yabaye iya mbere yabwiye IGIHE ko yishimiye cyane aya marushanwa ndetse anasaba ko yajya akorwa buri mwaka.",0.53
kin_train_00067,"Amafaranga yahererekanyijwe kuri Mobile Money yavuye kuri miliyoni 3 mu mwaka wa 2010, agera kuri miliyari 19 muri Kamena
Mu mwaka ushize kandi amafaranga yahererekanyijwe hakoreshejwe telefoni yiyongereyeho 32 ku ijana, ava kuri miliyari 1,563 agera kuri miliyari 2,058 Frw.",0.41
kin_train_00068,"Polisi y’u Rwanda n’iya Zambia zisanzwe zifitanye amasezerano y’ubufatanye kuva mu mwaka wa 2015, amasezerano yasinyiwe i Kigali.
Polisi y’u Rwanda n’iya Uganda zisanzwe zifitanye imikoranire myiza mu bijyanye n’umutekano y’imipaka ihuza ibihugu byombi, kubaka ubushobozi bwa za Polisi zombi n’ibindi.",0.34
kin_train_00069,"Igice cya mbere kigiye kurangira Mico Justin yongeye kubona amahirwe imbere y’izamu ariko ntibyamuhira amakipe yombi ajya kuruhuka ari ubusa ku busa.
Igice cya kabiri cyatangiye amakipe yombi ashaka igitego, akanyuzamo agasatirana bikomeye, ariko ikipe ya Zimbabwe yo yatakaga bikomeye mu minota ya mbere y'igice cya kabiri.",0.25
kin_train_00070,"Icyo kigo kigiye gushingwa mu Rwanda ku bufatanye na Nelson Mukasa usanzwe utegura igikorwa cya “Car free Day” gifasha abatuye muri Kigali gukora Siporo.
Mu bihembo bitahataniwe harimo icyahawe Umujyi wa Kigali kubera gahunda watangije izwi nka ’Car Free Day’ ifasha abantu gukora Siporo.",0.56
kin_train_00071,"Ubwo UMURYANGO twaganiraga na Young Grace mu magambo macye yatubwiye ko ntacyo apfa n’ umunyamakuru wanditse iriya nkuru ndetse ko atanamuzi.
Ubwo UMURYANGO twaganiraga na Thiery yatubwiye ko ntacyo apfa na Young Grace yanditseho inkuru.",0.69
kin_train_00072,"Mufti w’u Rwanda, Salim Hitimana, yavuze ko kuri uyu munsi mukuru w’igitambo inka n’ihene bizatangwaho igitambo bifite agaciro k’amafaranga y’u Rwanda arenga miliyoni
Yagize ati “Umuryango ufite bitambo uzatamba kuri uyu munsi ufatanyije n’abafatanyabikorwa bayo birimo inka 800 n’ihene ibihumbi bibiri, byose bifite agaciro ka miliyoni 70 n’imisago.",0.71
kin_train_00073,"Ku myaka 18 yegukanye miliyoni 1 FRW kubera ubuhanga afite mu gushushanya -AMAFOTO Shema Karani Wiseman ni umunyabugeni akaba n’umushushanyi ukiri muto.
Ku myaka 18 afite yabashije kwegukana miliyoni abikesheje ubuhanga bwe mu gushushanya.",0.56
kin_train_00074,"Afite inzozi zo kuba umuhanzi ukomeye mu Rwanda no hanze ndetse by’umwihariko agakundisha abantu igicurangisho cya Saxophone kidacurangwa na benshi mu Rwanda.
Ati “Mfite inzozi zo kuba umuhanzi ukomeye no kumenyekanisha igicurangisho cya Saxophone.",0.56
kin_train_00075,"Ibisobanuro byimbitse Ngoga rituruka ku ijambo ‘ingoga' bivuga imbaduko, ubwira, imbaraga cyangwa se umwete.
Ibisobanuro byimbitse Iri zina rituruka ku nshinga kuganira bivuga gusubira inyuma ubitewe akenshi n'ubwoba cyangwa gushidikanya.",0.31
kin_train_00076,"Uyu musore watangije irushanwa rya Miss Career Africa agiye gushyira hanze iki gitabo yageneye urubyiruko n’undi wese ushaka gutsinda ubwoba agakurikira amahitamo y’umutima we.
Niwe watangije irushanwa rya Miss Career Africa rigamije kugaragaza imishinga y’abakobwa yahindura ubuzima bwa sosiyete.",0.91
kin_train_00077,"Urubyiruko rwari rwaje ari rwinshi Urubyiruko rw’i Muhanga rwasabwe kandi gukomeza gukora ibikorwa biteza imbere igihugu cyane cyane muri iki gihe k’ibiruhuko kandi rwirinda ibiyobyabwenge.
Dalia ni umuntu ugira umwete, ukunze gukora cyane kandi akumva buri gihe yaba ari mu b'imbere kugira ngo ibikorwa bye bimenyekane.",0.31
kin_train_00078,"Perezida Kagame yatangaje ko muri iki gihe nta gushidikanya hagati y’u Rwanda n’u Bufaransa hari ubwumvikane ahanini bitewe n’imikorere ya Perezida Emmanuel Macron.
Icyo mbona cyo ni uko hari umubano mwiza hagati y’u Rwanda n’u Bubiligi, kuburyo imbogamizi zaboneka zose zashakirwa uko zikemurwa”.",0.31
kin_train_00079,"Abakobwa bagera kuri 130 batoranyijwe uyu mwaka bageze mu Bushinwa ahari kubera irushanwa rya Miss World kuwa Gatanu tariki ya 20 Ukwakira
Miss World y’uyu mwaka izamara ibyumweru bine ibera mu Bushinwa ikazasorezwa mu birori nyamukuru bizabera ahitwa Sanya City Arena, ku wa 18 Ugushyingo",0.56
kin_train_00080,"Kugeza mu mpera y’ukwezi kwa gatatu, mu Bwongereza abantu 79 bagize icyo kibazo kidakunze kubaho cyo kuvura kw’amaraso nyuma yuko bakingiwe, 19 muri bo barapfuye.
Minisiteri y’ubuzima ya Kenya yanavuze ko kugeza ubu itarabona abagira ikibazo kidakunze kubaho cyo kuvura kw’amaraso kiri gutangazwa mu bihugu bimwe by’i Burayi.",0.47
kin_train_00081,"Ikipe y'Amagaju nayo yahise itangira gusatira ishaka igitego ariko APR FC ikugarira neza ari nako ishaka igitego cya kabiri.
Mukura VS yakomeje kotsa igitutu APR FC ari nako ibona uburyo bumwe na bumwe bwari kuvamo igitego ariko Kimenyi Yves agakomeza kuba ibamba.",0.25
