PairID,Text,Score
ary_train_00011,وفاة مغربي وإصابة آخر بكسر في حادثة سير على دراجة نارية مسروقة بإيطاليا\nحادثة سير تتسبب في وفاة سائق دراجة نارية بفاس وإصابة مرافقه بجروح خطيرة,0.59
ary_train_00012,البونية في انتخاب الرئيس الجديد لغرفة الصناعة التقليدية بجهة مراكش آسفي (صور)\nإلغاء انتخاب البوطيين رئيسا لغرفة الصناعة التقليدية بجهة فاس مكناس.. وصرح لـ”كَود”: حكم ظالم وغادي نستانفو – وثيقة,0.2
ary_train_00013,ها فوقاش غيبدا إيداع التصريحات بالترشح لانتخابات ممثلي القضاة بالمجلس الأعلى للسلطة القضائية\nعملية انتخاب ممثلي القضاة فـ المجلس الأعلى للسلطة القضائية بدات اليوم بمختلف محاكم الاستئناف – تصاور,0.62
ary_train_00014,تونس فاتونا بزاف.. الرئيس السبسي: خصنا نديرو قانون المساواة في الإرث بين الرجل والمرأة\nتونس تتجه نحو المساواة في الإرث بين الرجل والمرأة,0.71
ary_train_00015,المغرب حطم عاوتاني الروكور فالموت بكورونا: 84 مغربي ومغربية قتلهم الفيروس فهاد 24 ساعة و3170 تصابو و50 تدهورات حالتهم\nروكور جديد حطمو المغرب اليوم فعدد الإصابات بكورونا.. 826 مغربي ومغربية تصابو فهاد 24 ساعة و59 تشافاو و7 ماتو.. الطوطال: 22213 إصابة و17125 متعافي و334 متوفي و4754 كيتعالجو,0.41
ary_train_00016,الحصيلة الوبائية لكورونا فالجهات والأقاليم: 47 إصابة فكازا و82 تعافي فجهة الشمال.. وها فين تسجلو الوفيات الجديدة\nالحصيلة الوبائية لكورونا فجميع جهات وأقاليم المغرب: مراكش سجللت 30 إصابة غير بوحدها.. الوفاة الوحيدة اللي تسجلات اليوم كانت فكازا.. وانخفاض فحالات الشفاء فالجهات,0.44
ary_train_00017,الدزاير سجلات 192 إصابة جديدة بكورونا و6 وفيات و183 حالة شفاء.. الطُوطَالْ: 6821 حالة و542 ماتو و3409 تشفاو\nالدزاير سجلات 189 اصابة جديدة بكورونا و6 وفيات.. الطُوطَالْ: 5558 إصابة و494 ماتو و2546 تشافاو,0.5
ary_train_00018,الدزاير.. 910 إصابة جديدة بـ”كورونا” و14 ماتو و455 تشفاو: ها شحال وصلو فالطُوطَالْ\nالدزاير: 237 إصابة جديدة بـ”كورونا” و6 ماتو و191 تشفاو وها شحال وصلو فالطُوطَالْ,0.59
ary_train_00019,سكوب. قضية حسابات “حمزة مون بيبي” كبرات. حملة الإيقافات وصللت لصحاب قهاوي وحانات.. وها آش تقرر فحق المشتبه فيه الرئيسي\nملف هاكر “حمزة مون بيبي” مخبي بزاف ديال المفاجآت. تحقيقات جديدة فالقضية وها آش وقع فآخر جلسة لمحاكمة المشتبه فيه,0.5
ary_train_00020,حصيلة كورونا اليوم.. 2356 مغربي ومغربية تصابو و38 ماتو و1942 تشافاو.. الطوطال: 110099 إصابة و1956 وفاة و90186 حالة شفاء.. و17957 كيتعالجو منهم 289 فحالة خطيرة\nهادي ثاني مرة كنفوتو 2000 إصابة فنهار.. حصيلة كورونا فهاد 24 ساعة: 2157 مغربي ومغربية تصابو و26 ماتو و2484 تشافاو.. الطوطال: 77878 إصابة 1453 وفاة و59723 حالة شفاء.. و16702 كيتعالجو منهم 244 فحالة خطيرة,0.54
ary_train_00021,ورززات سجلات أكبر عدد دالإصابات بكورونا اليوم والوفيات اللي علنو عليهم اليوم كاملين تسجلو فمراكش.. وها تفاصيل خرى دالإصابات فجميع جهات وأقاليم المغرب\nالحصيلة الوبائية لكورونا فجهات وأقاليم المغرب: جهة العيون سجلات أكبر عدد دالإصابات وطلعات للمركز السابع,0.31
ary_train_00022,الوضعية الوبائية لفيروس كورونا فهد 24 ساعة: 295 تصابو و156 تشافاو وواحد مات.. الطوطال: 11633 و8656 متعافي و218 متوفي\nالوضعية الوبائية لفيروس كورونا فهاد 24 ساعة: 249 تصابو و380 تشافاو وواحد مات.. الطوطال: 15328 مصاب و11827 متعافي و243 متوفي و3258 كيتعالجو,0.62
ary_train_00023,الأرصاد الجوية كتحذر: الغراق ديال الشتا فهاد المناطق والسرعة ديال الرياح غادي توصل ل85 كلم\nردو البال.. الشتا جاية مجهدة ومديرية الأرصاد كتحذر: غادي توصل لـ35 ملم فهاد البلايص وها وقتاش,0.61
ary_train_00024,مذكرات قرشالة روفولي تحكيها ل”كود” مثلية بوجه مكشوف= الحلقة 23 = اللي كان علي نختار بين ليلة ساخنة مع ميمة انيقة مدوزة وسط الرباط وبين نمشي لعند هدى فنصاصات الليل لبني ملال اش بان ليكم نختار\nيوميات قرشالة روفولي ترويها ل”كود” مثلية بوجه مكشوف: الحلقة 27 نهارات عوجين وكوابيس كتخلع ورسالة مجهولة كتشطن,0.07
ary_train_00025,البي بي اس كلاشا البي جي دي: اسلوبكم منافي لاخلاقيات العمل السياسي النبيل\nالبي بي اس والبي جي دي: الحرب مسالاتش وها اخر فصولها,0.47
ary_train_00026,كورونا: اليوم تصابو 4435 واحد تصابو و19 ماتو و23 مليون و44 ألف و393 دارو الجرعة الثانية\nكورونا اليوم: واحد مات و102 تصابو و22 مليون و843 ألف و9 أشخاص دارو الجرعة الثانية,0.5
ary_train_00027,ها شحال من طن ديال المواد الغدائية الفاسدة تحجزات فهاد العشر أيام ديال رمضان\nالدولة تنزل بكل ثقلها للقضاء على المواد الغدائية الفاسدة قبل رمضان.. ها شحال لقاو من طن فجهة الرباط سلا القنيطرة,0.79
ary_train_00028,الحمُّوشي صيفط فرق أمنية خاصة لفاس لمواجهة الجريمة وها منين جاية ومصدر أمني لـ”كود”: الوضع تحت السيطرة\nالحمُّوشي صيفط الـBNPJ لفاس لمواجهة الجريمة,0.56
ary_train_00029,مذكرات محمد سقراط في السجن حصريا على “كَود” الحلقة 64 : ” غلبي يا الرجاء راه الحبس كيتفاجى”\nمذكرات محمد سقراط في السجن حصريا على “كَود” الحلقة 66: ” السيد كيعرف البينك فلويد و صدق عالم حقيقي فموسيقى الروك، جال وشاف وماخلا بلاد فأوروبا،ملي صرفقو رئيس المعقل حسينا بأننا حنا كلنا اللي تصرفقنا “,0.25
ary_train_00030,ميريكان و الصحرا المغربية.. الأحد افتتاح قنصلية الولايات المتحدة الأمريكية فالداخلة\nالصحرا المغربية.. لفقير الخطاط: افتتاح قنصلية ميريكان فالداخلة غادي ينمّي الجهة بشكل كبير,0.72
ary_train_00031,مابقيناش نطيحو على 70 وفاة بكورونا والإصابات فاتو . اليوم 3988 مغربي ومغربية تصابو و72 ماتو و2784 تشافاو.. الطوطال: 203733 إصابة و3445 وفاة و168706 متعافي.. و31582 كيتعالجو منهم 766 فحالة خطيرة\nحصيلة كورونا اليوم.. 3256 مغربي ومغربية تقاسو و53 ماتو و3014 تشافاو.. الطوطال: 215294 إصابة و3625 وفاة و177925 حالة شفاء.. و33744 كيتعالجو منهم 819 فحالة خطيرة,0.25
ary_train_00032,قاضي ل”كود”: تدخل الرميد ضرب لمبدأ استقلال السلطة القضائية وبيان البي جي دي خرق لهاد الفصل من الدستور وخاص رئاسة النيابة العامة تتدخل\nرئيس فريق البي جي دي لوزير الداخلية: حكومة ديالكم فقدت الأغلبية وخاص تفعيل الفصل 130 لسحب الثقة من الحكومة,0.33
ary_train_00033,سلسلة تنفرد بنشرها “كود”: “كيفاش السلاطين ديال المغرب كايشوفو “ريوسهوم” وكايشوفو السلطة ديالهوم وكايحميوها؟ الزعامة المخزنية للسلطان العلوي الشريف….التدبير المخزني في “بلاد المخزن” و التسيير الذاتي في “بلاد السيبة”! ح 71\nسلسلة تنفرد بنشرها “كود”: “كيفاش السلاطين ديال المغرب كايشوفو “ريوسهوم” وكايشوفو السلطة ديالهوم وكايحميوها؟ موضوع قداسة السلطان العلوي والبركة ديالو عند المغاربة (2). ح 65,0.18
ary_train_00034,هادشي كيخلع. المغرب حطم للمرة الثالثة متابعة الروكور فعدد الوفيات اليومية بكورونا.. 19 ماتو اليومر و659 تصابو و533 تشافاو.. الطوطال: 401 ماتو و26196 تصابو و18968 تشافاو\nهادشي كيخلع. اليوم وللمرة اللولة فتنا 1000 اصابة بكورونا ف24 ساعة و12 ماتو و186 تشافاو.. الطوطال: 23259 إصابة و17311 متعافي و346 متوفي و5602 كيتعالجو,0.56
ary_train_00035,أش واقع اليوم : حصيلة هاد النهار من الجرائم و الحوادث: شي شعل العافية فراسو وشي مهرب المخدرات وشي تقتل\nأش واقع اليوم : حصيلة هاد النهار من الجرائم و الحوادث: صفحة الاف بي اي المغرب على الفايس وطالب شفر وكالة لتحويل الاموال واعتداء مريض نفسي على جارته,0.41
ary_train_00036,عاجل: شباط يدعو إلى عقد دورة استثنائية للمجلس الوطني لحزب الاستقلال يوم السبت\nالأمانة العامة للعدالة والتنمية تصفع بنعرفة اللّي مكانش باغي هاد الدورة وتدعو إلى عقد دورة استثنائية للمجلس الوطني وها علاش وها وقتاش,0.57
ary_train_00037,حصيلة كورونا فالأقاليم والجهات: 18 وفاة فكازا سطات و793 إصابة.. و130 واحد برا فدرعة تافيلالت\nحصيلة كورونا فالأقاليم والجهات اليوم: 1517 إصابة فكازا سطات.. و170 واحد برا فدرعة تافيلالت,0.75
ary_train_00038,وزير العدل: غادي نطبقو قرار فرض الباس سانيتير لدخول المحاكم.. والأنصاري رئيس جمعية هيئات المحامين بالمغرب لـ”كَود”: عندنا اجتماع طارئ اليوم على هاد الموضوع\nجمعية هيئات المحامين بالمغرب ردات على قرار البرلمان الاوروبي: ازم العلاقة بين المغرب وسبانيا.. وحنا مستعدين للدفاع على حقوق المغرب المشروعة,0.12
ary_train_00039,حصيلة كورونا هاد الصباح: 136 تصابو و68 تشافاو وواحد مات.. الطوطال: 15464 حالة و11895 متعافي و244 متوفي و3325 كيتعالجو\nحصيلة كورونا هاد الصباح: 178 تصابو و56 تشافاو.. الطوطال: 14949 حالة منها 11372 تعافاو و242 توفاو و3335 كيتعالجو,0.57
ary_train_00040,اكتشف ما يخبأه لك برجك صحيا ومهنيا وعاطفيا وعائليا يومه الاثنين (13 غشت 2012)\nاكتشف ما يخبأه لك برجك مهنيا وعاطفيا وصحيا وعائليا يومه الأحد (5 غشت 2012),0.82
ary_train_00041,حصيلة كورونا فالأقاليم والجهات: كازا سجلات 959 إصابة.. وعدد الحالات الجديد ارتفعو فدرعة وسوس\nحصيلة كورونا فالأقاليم والجهات: 18 وفاة فكازا سطات و793 إصابة.. و130 واحد برا فدرعة تافيلالت,0.61
ary_train_00042,الرجاء ينازل الدفاع الجديدي السبت والوداد يستقبل الماط الأحد و”كود” تقدم برنامج الدورة 15 مع النقل التلفزي\nالدورة 19 من البطولة الاحترافية تجرى على مدى 3 أيام مبثورة من مباراتين و”كود” تقدم البرنامج مع النقل التلفزي,0.29
ary_train_00043,لمغاربة حميو ريوسكم. الارصاد: الحرارة واصلة ل48 درجة فهاد المناطق\nالأرصاد الجوية فنشرة خاصة: الحرارة واصلة لـ45 درجة وغادي تبقا هاد السيمانة كولها فهاد المناطق,0.75
ary_train_00044,الحصيلة الوبائية لفيروس كورونا فهاد 24 ساعة: 302 تصابو و236 تشافاو و7 ماتو.. الطوطال: 18264 مصاب و15872 متعافي و292 متوفي .. و2100 كيتعالجو\nالوضعية الوبائية لفيروس كورونا فهذ 24 ساعة: تسجلات 289 حالة جديدة و260 شفاء و5 ماتو.. الطوطال: 17015 مصاب و14620 متعافي و269 متوفي.. و2126 كيتعالجو,0.46
ary_train_00045,كورونا اليوم: كثر من مليون و 370 ألف واحد خداو الجرعة الثالثة من اللقاح\nكورونا: 123 تصابو وكثر من مليون و568 ألف واحد خداو الجرعة الثالثة من اللقاح,0.75
ary_train_00046,الحصيلة الوبائية لكورونا فجميع جهات وأقاليم المغرب: 32 تصابو فجهة مراكش آسفي.. ومعظم حالات الشفاء فجهة الشمال.. وحالة وفاة فطنجة\nالوضعية الوبائية فجهات وأقاليم المغرب: انخفاض عدد الإصابات الجديدة فكازا وجهة فاس كتسجل أكبر عدد ديال حالات الشفاء وها باقي التفاصيل,0.53
ary_train_00047,ها شكون اطلع ليهوم الجُوكْ هاد السيمانة فالمناصب العليا ومافيهم حتى مرا\nها شكون اطلع ليهوم الجُوكْ فتعيينات المناصب العليا هاد السيمانة ومافيهوم حتى مرا,0.94
ary_train_00048,حصيلة كورونا اليوم.. 2563 مغربي ومغربية تصابو و33 ماتو و2553 تشافاو.. الطوطال: 152404 إصابة و2605 وفاة و127407 حالة شفاء.. و22392 كيتعالجو منهم 461 فحالة خطيرة\nالموت والاصابات بكورونا مازال طالعين .. 1565 مغربي ومغربية تصابو و41 توفاو و841 تشافاو. الطوطال: 50812 مصاب و858 متوفي و35040 متعافي.. و14914 كيتعالجو منهم 186 فحالة خطيرة,0.44
ary_train_00049,وصفعة هي لشباط: استقاليون يغادرون الحزب بجهة فاس مكناس والوجهة البي جي دي\nهجرة جماعية من البي جي دي إلى البام بجهة فاس مكناس وجهة مراكش آسفي وأفتاتي لـ”كود”: العديد منهم ما عندهم علاقة بالحزب انتقلوا من الكرامة,0.28
ary_train_00050,كورونا : 23 تقاسو بالفيروس فجهة العيون الساقية الحمراء\nكورونا : 126 تقاسو بالفيروس فجهة العيون الساقية الحمراء,0.88
ary_train_00051,كورونا اليوم: 3451 تصابو و4487 تشافاو فهاد 24 ساعة\nكورونا اليوم: 504 تصابو و813 تشافاو فهاد 24 ساعة,0.75
ary_train_00052,حصيلة كورونا فالأقاليم والجهات اليوم: 1708 تصابو فكازا سطات و19 ماتو.. و170 براو فبني ملال خنيفرة\nحصيلة كورونا فالأقاليم والجهات اليوم: بحال العادة كازا سطات هي اللولة فالإصابات والموت. 651 تصابو و9 ماتو فأقل من 24 ساعة,0.54
ary_train_00053,كورونا اليوم: جوج ماتو و151 تصابو و مليون و751 ألف و318 واحد دارو الجرعة الثالثة\nكورونا: 8338 تصابو و10 ماتو فهاد 24 ساعة و24 مليون و608 ألف و541 شخص دارو الجرعة اللولة,0.59
ary_train_00054,​أش واقع اليوم: حصيلة هاد النهار من الجرائم و الحوادث\n​أش واقع اليوم : حصيلة هاد النهار من الجرائم و الحوادث,0.9
ary_train_00055,يوم ليك ويوم عليك.. دنيا باطمة مازال كتقول أن ختها ابتسام مظلومة فقضية حمزة مون بيبي\nبعدما شدو ختها فالحبس فقضية حمزة مون بيبي.. دنيا باطمة وعائلتها مصدومين والاعتقال هرسهم وحطم نفسيتهم,0.61
ary_train_00056,ها شكون اطلع ليهوم الجوك هاد الأسبوع فالتعيينات ديال المناصب العليا وفيهم جوج عيالات وصافي\nها شحال اطلع ليهوم الجُوكْ هاد السيمانة فالتعيينات ديال المناصب العليا,0.56
ary_train_00057,الوضعية الوبائية لكورونا فجهات وأقاليم المغرب اليوم: كازا سطات سجلات 49 حالة جديدة وفاس مكناس 60 حالة شفاء اليوم.. ودرعة تافيلالت خالية من كورونا\nالوضعية الوبائية لكورونا فجهات وأقاليم المغرب: أكثر من 750 حالة شفاء فجهة كازا فيومين.. و7 جهات بدون إصابات جديدة,0.21
ary_train_00058,مابغاش يسالي هاد الفيلم. تأجيل النطق بالحكم النهائي في ملف رئاسة جهة الداخلة وادي الذهب‬\nاستئنافية مراكش تؤجل البث في ملف رئاسة مجلس جهة الداخلة وادي الذهب‎,0.69
ary_train_00059,قيامة 2021 فالصحرا. وهبي جا للعيون ومعول على عائلات الجماني وادبدا.. وحزب البام كيبقى أرنب سباق وها علاش\nقيامة 2021 فالصحرا. واش غادي يرجعو “شباب السواعد” لّي مشاو مع البام فالانتخابات الفايتة؟.. و برلماني فالإستقلال مشا مع صاحبو الجماني و قريب يلتاحق ب”الحمامة”,0.25
ary_train_00060,وا راها خلات على وزارة العدل و”الحريات” لا كانو مازال شي محامين كايتقابسو الهضرة ديالهم من القاموس ديال الدولة الدينية ” اللواط” و “فعل قوم لوط” و باغين مثلي يتشد غا حيت مثلي ! فحالا كنتي مثلي فالمغرب راه هانية يشدوك يغتاصبوك و ماغادخلش الدولة باش تحميك!\nلاش غايصلاحو هاد فرص الشغل الهائلة ! لا ماكانوش غايضمنو ليا انا حياة هائلة ! و تطبيب هائل ! و تمدرس هائل ! و طرقان هائلة و حياة هائلة فبلادي ! وا سي الخلفي راه حتى لي خدامين اليوم فالمغرب باغين يهاجروا!,0.11
ary_train_00061,حصيلة كورونا هاد الصباح: 218 تصابو و26 تشافاو.. الطوطال: 12854 حالة و9052 متعافي و228 متوفي و3574 كيتعالجو\nحصيلة كورونا اليوم.. 2423 مغربي ومغربية تصابو و42 ماتو و1746 تشافاو.. الطوطال: 112522 إصابة و1998 وفاة و91932 حالة شفاء.. و18592 كيتعالجو منهم 368 فحالة خطيرة,0.29
ary_train_00062,حصيلة كورونا فالأقاليم والجهات: 405 تصابو و10 ماتو غير فكازا.. و201 براو من الفيروس فدرعة\nحصيلة كورونا فالأقاليم والجهات: 549 تصابو فكازا سطات.. وفبني ملال خنيفرة براو 336 من الفيروس.. وأغلب الجهات سجلات وفيات اليوم,0.5
ary_train_00063,حصيلة كورونا هاد الصباح: 54 تصابو و23 تشافاو .. الطوطال: 8985 حالة و7960 متعافي و212 متوفي.. و813 كيتلقاو العلاج\nحصيلة كورونا هاد الصباح: 26 تصابو و6 تشافاو.. الطوطال: 8250 حالة و208 متوفي و7370 متعافي,0.43
ary_train_00064,الاتحاد الدستوري يُجمّد عضوية أحد قادته بجهة فاس مكناس اللّي هبطوه للحبس بتهم ثقيلة\nتفاصيل صادمة عن الطبيب اللّي استغل قاصرين جنسيا: قاضي التحقيق تابعو بتهم ثقيلة من بينها الاتجار بالبشر وهبطو اليوم للحبس مع أحد شركائه,0.21
ary_train_00065,الدزاير.. 554 إصابة جديدة بـ”كورونا” و12 ماتو و381 تشفاو: ها شحال وصلو فالطُوطَالْ\nالدزاير.. 174 إصابة جديدة بـ”كورونا” و9 ماتو و110 تشفاو: ها شحال وصلو فالطُوطَالْ,0.79
ary_train_00066,البوليس و بتنسيق مع “الديستي” طيحو ريزو ديال الابتزاز فـ فاس وهاشنو لقاو عندهم\nالرباط. البوليس و بتنسيق مع “الديستي” طيحو بزناس ديال الغبرا.. وهاشنو لقاو عندو,0.62
ary_train_00067,وفاة شخصين وإصابة آخرين في حادثة سير بإقليم فجيج\nوفاة عضو وإصابة 4 آخرين من فرقة الركبة التي يراسها محمد القرطاوي في حادثة سير مؤلمة,0.5
ary_train_00068,حصيلة كورونا اليوم: 4559 مغربي ومغربية تصابو بالڤيروس و77 ماتو و4641 تشافاو\nحصيلة كورونا فالأقاليم والجهات اليوم: 16 ماتو و1522 تصابو فكازا سطات.. و108 تشافاو فسوس,0.57
ary_train_00069,حرب الطرق ببلادنا متواصلة. مصرع 23 شخصاً وإصابة 1418 بجروح مختلفة في ظرف أسبوع\nحرب الطرق ببلادنا: مصرع 20 شخصاً وإصابة 1214 آخرين بجروح مختلفة في ظرف أسبوع,0.69
ary_train_00070,حصيلة كورونا والفاكسان اليوم: 3 مليون و800 الف مغربي خداو الجرعة اللولة من اللقاح و394 تصابو بالفيروس\nكورونا اليوم: 3 ماتو و127 تصابو و24 مليون و431 ألف و639 خداو الجرعة اللولة,0.5
ary_train_00071,الوضعية الوبائية لكورونا فجهات وأقاليم المغرب اليوم: كاين تضارب فأرقام الوفيات بين إعلان الوزارة والمديريات.. ومراكش تجاوزات 1000 حالة شفاء وكازا سجلات اليوم 76 إصابة\nجهة كازا سطات سجلات 111 إصابة بكورونا اليوم.. ومراكش علنات على أكبر عدد دحالات الشفاء.. وها تفاصيل الوضعية الوبائية فالجهات والأقاليم,0.12
ary_train_00072,حصيلة كورونا والفاكسان اليوم: 696 تقاسو و8 ماتو.. وتقريبا 4 دالمليون دارو الجرعة الثانية\nحصيلة كورونا والفاكسان اليوم: كثر من 500 تقاسو وتقريبا 4 مليون خداو الجرعة الثانية من اللقاح,0.71
ary_train_00073,كورونا : 23 تقاسو بالفيروس فجهة العيون الساقية الحمراء\nكورونا: 27 تقاسو بالفيروس فجهة العيون الساقية الحمراء فالأقاليم بربعة,0.79
ary_train_00074,مؤتمر نساء “البي جي دي” يفجّر أزمة داخل الحزب وحامي الدين لـ”كود”: كاين نصف الديمقراطية ومكاين حتى شي مبرر لهادشي\nها كيفاش بغا برلمان “البي جي دي” يأكد انه ممفاكش مع قضية ماء العينين وحامي الدين,0.34
ary_train_00075,تنفرد بنشرها “كود”: سلسلة “كيفاش السلاطين ديال المغرب كايشوفو “ريوسهوم” وكايشوفو السلطة ديالهوم وكايحميوها؟ المكانة السياسية والدينية للسطان أمير المؤمنين وخليفة المسسلمين…شكون هوما أهل الحل والعقد وآشنو هو دور الشعب والممثلين الطبيعيين ديالو؟ ح 79\nسلسلة تنفرد بنشرها “كود”: “كيفاش السلاطين ديال المغرب كايشوفو “ريوسهوم” وكايشوفو السلطة ديالهوم وكايحميوها؟ !” الاستقلال السياسي والإديولوجي المغربي على عهد السلالات ذات الشرعية الذاتية…دولة الموحدين الأمازيغية المصمودية…الترسانة الإيديولوجية التومرتية: ح 36 الإمامة,0.19
ary_train_00076,الجلسة الـ7 من محاكمة حامي الدين مستمرة من الصباح ودفاعه بدا يعقب على دفاع آيت الجيد حول عدم إمكانية متابعة عبد العالي\nعاجل. تأجلات محاكمة حامي الدين فـ فاس حتى لـ24 ماي حقاش الهيني فقد الصفة المهنية ديالو.. ودفاع عبد العالي كاعي: هاد التأجيل ماشي قانوني,0.47
ary_train_00077,تنفرد بنشرها “كود” سلسلة “كيفاش السلاطين ديال المغرب كايشوفو “ريوسهوم” وكايشوفو السلطة ديالهوم وكايحميوها؟ !” آشنو هي مكانة الدستور في المغرب في ظل هيمنة المؤسسة الملكية على الحقل السياسي الديني في المغرب(1)؟ ح 159\nتنفرد بنشرها “كود”: سلسلة “كيفاش السلاطين ديال المغرب كايشوفو “ريوسهوم” وكايشوفو السلطة ديالهوم وكايحميوها؟ !” الأدوات المادية لهيمنة المؤسسة الملكية على الحقلين السياسي والديني…القوات المسلحة الملكية ووظيفة الدفاع عن الوطن.(2) الحلقة 120,0.12
ary_train_00078,الحكم ب20 سنة سجنا نافذا في حق متهم توبع من أجل أفعال إرهابية\nأحكام تتراوح بين البراءة وخمس سنوات سجنا في حق ستة متهمين توبعوا من أجل أفعال إرهابية,0.5
ary_train_00079,بوليس الراشيدية شدو جوج مدوزين لحشيش ف كاميو.. وهاشنو لقاو عندهم – تصويرة\nبوليس طنجة شدو ريزو ديال التبزنيس ف الحشيش منهم واحد روشيرشي وهاشنو لقاو عندهم,0.59
ary_train_00080,قيامة .أمانة “البي جي دي” تجاهلت فكرة “تقليص المشاركة”.. وقيادي لـ”كود”: ماشي وقتها والأحزاب الحقيقية قليلة فالمغرب\nخاص. تقليص مشاركة “البي جي دي” فالانتخابات الجايا: قياديون رافضين الفكرة وكيطالبو براس الرميد.. والأمانة العامة دايرا خلوة سياسية فالخميسات.. وقيادي لـ”كود”: مكاين لا تقليص ولا نفخ وحنا فمرحلة حاسمة للانتقال الى الملكية البرلمانية,0.31
ary_train_00081,آخر دورة للمجلس الأعلى للسلطة القضائية قبل انتخابات ممثلي القضاة.. غاتبدا بملفات تمديد سن التقاعد والمتابعات التأديبية وبعدها تعيين قضاة فـ المحكمة العسكرية\nأرقام نهائية.. نسبة المشاركة فـ انتخابات ممثلي القضاة فـ المجلس الأعلى للسلطة القضائية فاتت 93 فالمية,0.32
ary_train_00082,شاپـو. بوليس مطار العيون شدو مرا كانت مهربة اكثر من 2250 حبة ديال القرقوبي فالطيارة اللي جاية من لاس بالماس – تصاور\nشوهة.. طيارة ديال “لارام” جاية من كازا وغادية للعيون خسرات ف مطار لاس بالماس والمسافرين كاعيين على الشركة – تصاور,0.25
ary_train_00083,هجمة على سواحل كناريا. 11 فلوكة وصلات و305 حراكَ فنهار فيهم 119 مغربي\nفنهار واحد 13 فلوكة وصلات لكناريا وكثر من 300 حراكَ فيهم مغاربة,0.59
ary_train_00084,أوريد الناطق الرسمي السابق باسم القصر لـ”كود”: اليوسفي كان كيتميز بفضيلة الوفاء ونكران الذات\nالناطق الرسمي باسم القصر الملكي السابق يخرق القانون ويزايد بامازيغيته التي لم يدافع عنها حتى طرد من نعمة المخزن: شوفو قصتو مع الجدارمي كيفما حكاها هو,0.18
ary_train_00085,إدارة السجون: ها وقتاش وقفو معتقلي حراك الريف الإضراب عن الطعام فعكاشة\nوالد الزفزافي: ناصر طيّح 16 كيلو وصاحبو احمجيق 15 كيلو .. ودابا وقفو الإضراب عن الطعام لانه تم الاستجابة لجميع مطالب معتقلي حراك الريف – فيديو,0.41
