PairID,Text,Score
hau_train_00026,"KIWON LAFIYA: Me cece cutar Monkey pox, alamun kamuwa da cutar, hanyoyin da za a kiyaye don gujewa kamuwa da cutar\nHanyoyin da za a bi don gujewa kamuwa daga cutar",0.93
hau_train_00027,"Hukumar Zaɓe ta Ƙasa (INEC) ta bayyana cewa daga cikin mutum 93,469,008 da su ka yi rajista, mutum 87,209,007 ne su ka karɓi katin su.\nHukumar Zaɓe ta Ƙasa INEC, ta bayyana Ademola Adeleke na PDP cewa ya yi nasara a zaɓen gwamnan Jihar Osun.",0.39
hau_train_00028,Bayan haka a jihar Neja ne sifeton ‘yan sanda ɗaya ya rasa ransa a Kauyen Bangi dake karamar hukumar Mariga.\nBayan haka a ranar 13 ga Janairu 2022 jami’an tsaro sun gano mabuyar ‘yan bindiga a kan dutsen Anaba dake karamar hukumar Magama.,0.75
hau_train_00029,Yadda hukumar NDLEA ta kama muggan kwayoyi masu nauyin kilogiram 509 a jihohi 8 a kasar nan\nHukumar NDLEA ta bayyana yadda ta kama muggan kwayoyi masu nauyin kilogiram 500 da masu safarae kwayoyin a jihohi 8 a kasar nan.,0.81
hau_train_00030,"Kuta ya ce an kada kuri’u 768,402 inda a ciki akwai lalatattu 11,499 da masu kyau 756,903.\nAn kada kuri’u 889,950 inda daga ciki an samu kuri’u  873,020 masu kyau, 26,936 lalatattu.",1.0
hau_train_00031,"Tuni dai Buhari ya dawo Najeriya tun a ranar Juma’a, inda bai zarce Landan jiyya ba, kamar yadda aka tsara lokacin tafiyar sa.\nA ranar Talata ce Buhari ya bar Najeriya ya lula Kenya, inda zai halarci taron magance ƙalubalen rashin kyawon yanayi a Afrika.",0.3
hau_train_00032,"Ta yi kira ga mutane da su ci gaba da tsaftace muhallansu musamman abinci da ruwan sha domin guje wa kamuwa da cutar.\nBunza ya yi kira ga mutane da su rika tsaftace jikin su, muhalli da abincin su domin gujewa kamuwa da cutar.",0.71
hau_train_00033,"Tunda gwamnati ta gaza, a bari ƴan Najeriya su mallaki bindigogi kawai – Ado Doguwa\n” Kawai a kyale mutane su mallaki makamai kawai su kare kansu domin gwamnati ta gaza, jami’an tsaro sun gaza.",1.0
hau_train_00034,"Kakakin Yaɗa Labarai Abba Anwar ne ya yi sanarwar ga manema labarai a ranar Alhamis a Kano.\nSanarwar da ya fito daga Kakakin Yaɗa Labarai na Ma’aikatar ‘Yan Sanda, ta ƙara da cewa dama akwai batun kashe kuɗaɗen a cikin kasafin 2021.",0.56
hau_train_00035,Tashar makamashin nukiliya ta Ukraniya ita ce mafi girma a duk faɗin Turai baki ɗaya.\nWannan harƙallar  dai ita ce mafi girma da ake fallasawa daga cikin manyan harƙalloli tun bayan hawan mulkin Buhari a 2015.,0.09
hau_train_00036,"Gwamnan Zamfara, Bello Matawalle ya umari ƴan jihar su mallaki bindigogi domin su kare kansu.\nShugaban madu rinjaye na majalisar Tarayya Honarabul Ado Doguwa ya kalubalanci hwamnatin tarayya ta kyale ƴan Najeriya su Mallaki bindigogi fomin kare kansu.",0.75
hau_train_00037,"A kasashin dai Gwamnatin Tarayya za ta ciwo bashin naira tiriliyan 8.27, kuma za ta biya bashin naira tiriliyan 6.31.\nHakan ya haifar da Gwamnatin Buhari za ta sauka ta bar bashin naira tiriliyan 23.7  da karɓa ba bisa ƙa’ida ba a CBN.",0.5
hau_train_00038,"Malam Uba Sani ne zai kara da Isah Ashiru na PDP a zaɓen da kuma sauran ƴan takara da ke wasu jam’iyyun.\nWike da wasu gwamnonin PDP huɗu dai su na so Shugaban PDP Iyorchia Ayu ya sauka, a zaɓi ɗan kudu ya riƙe shugabancin jam’iyyar.",0.33
hau_train_00039,"Ya ce idan ya tafi, guduwa zai yi, tunda akwai sauran watanni goma na wa’adin sa da bai kammala ba.\nƘoƙarin Ugwuanyi na tafiya Majalisar Dattawa bayan kammala wa’adin mulkin shekara takwas bai yi nasara ba.",0.43
hau_train_00040,"Ƴan bindiga sun kashe dagacin garin Maisamari  Sufiyanu dake karamar hukumar Sardauna, Jihar Taraba.\n‘Yan bindiga sun kashe mutane  uku da ‘yan sanda 10 a garin Ngaski da Gafara dake karamar hukumar Ngaski a jihar Kebbi.",0.46
hau_train_00041,"Ya ce duk wani laifi da ɗan Najeriya zai aikata, to za a ga ya danne haƙƙin wani ɗan ƙasa ne.\nUsman ya ce lokaci ya yi da ƴan Najeriya za su rika haɗa mutane irin haka da hukuma domin a kawo karshen abin.",0.57
hau_train_00042,Babafemi ya ce mutanen su biyu sun yi bahayan hodar ibilis din bayan sun yi kwanaki uku tsare a hannun hukumar.\n“Bayan kwanaki biyu da Uwadiegwu ya yi wa matarsa duka ne aka kwantar da Ogochukwu a asibiti inda daga nan ta ce ga garin kunan.,0.1
hau_train_00043,"Kotun ta bada belin Jagun akan naira 100,000 da gabatar da shaida daya a kotun.\nAlkalin kotun Damilola Sekoni ya bada belin Okunola akan Naira miliyan daya tare da gabatar da shaidu biyu dake aiki.",0.5
hau_train_00044,Kwamitin wanda  Kwamishinan tsaron jihar Mamman Tsafe ya shugabanta ya ce an gayyaci sarakunan domin su kare kansu a wajen zaman kwamitin.\nKwamishinan rundunar ‘yan sandan jihar  Ayuba ElkanaElkana ya ce rundunar ba za ta ja da baya ba wajen yaki da duk ‘yan bindiga a jihar.,0.3
hau_train_00045,"Haka nan a tuhuma ta 35 zuwa ta 39, an yanke masa wasu shekarun biyu ko tarar naira 500,000.\nAn sace shi sati biyu kafin a yanke kafofin sadarwa ta waya a wasu bangare na Jihar Kaduna.",0.2
hau_train_00046,"Hakan na kunshe ne a wata sako da ya aika wa Vanguard ranar Asabar.\nHakan na kunshe ne a jawabin da kwamishina Sani yayi a wajen wani taron daliban jihar Kaduna dake jami’ar jihar Kaduna, KADSU ranar Alhamis.",0.25
hau_train_00047,A kotun Enema ya musanta laifin da ake zarginsa da su.\nAlkalin kotun Umar Mayana ya yanke hukuncin daure Waziri a kurkuku duk da cewa ya musanta aikata laifufukan da ake zarginsa da su.,0.5
hau_train_00048,"A Katsina, Kakakin Yaɗa Labaran Hukumar Gidajen Kurkuku, Najib Idris, ya ce an tsaurara tsaro ne saboda hana kai harin.\nAmma dai ya ce an ƙarfafa matakan tsaro a gidajen kurkuku, tun bayan farmakin da ‘yan ta’adda su ka kai a Kurkukun Kuje.",0.62
hau_train_00049,"Lauyan dake kare Falilat, Akintan Olukayode ya ce Falilat da ƴan adashen  na kokarin sasanta kansu a wajen kotu.\nKwamitin wanda  Kwamishinan tsaron jihar Mamman Tsafe ya shugabanta ya ce an gayyaci sarakunan domin su kare kansu a wajen zaman kwamitin.",0.17
hau_train_00050,Mahangar Zamani sabon shiri ne daga BBC Hausa wanda za a rika sakawa a shafin Youtube duk mako daga ranar Asabar 2 ga watan Agusta.\nMadina Maishanu ce za ta rika gabatar da shirin talbijin din a shafin YouTube a yanar gizo duk mako.,0.58
hau_train_00051,"A labarin, Shugaban Hukumar Zaɓe ta Ƙasa ya tabbatar wa Thabo Mbeki za a gudanar da sahihin zaɓen shugaban ƙasa.\nHukumar Zaɓe ta Ƙasa (INEC), ta tabbatar wa ‘yan Nijeriya da duniya cewa za ta gudanar da sahihin zaɓe kuma wanda zai kasance karɓaɓɓe.",0.83
hau_train_00052,"Ya ce Hushpuppi dai ya ga hotunan shi Kyari ɗin a shafin sa na Facebook, ya na sanye da kayan gargajiya har ya yi sha’awa.\n“To daga nan sai ya ga wasu hotuna da na ke sanye da kayan gargajiya a shafi na na soshiyal midiya.",0.54
hau_train_00053,"Sannan kuma a jihar Oyo hukumar ta kama wani  dillalin kwayoyi mai suna Mustapha Ijabula mai shekara 22 da kwayoyin tramadol 1,900.\nHukumar ta kama Ijabula a Yola jihar Adamawa yayin da hukumar ke caje mutane da motoci a kan hanyar Legas zuwa Ibadan.",0.33
hau_train_00054,"Dama a ranar 29 Ga Nuwamba ne gwamnatin tarayya ta amince za ta ayyana su da suna ‘yan ta’adda, bayan kotu ta bayar da umarni.\nA kan haka bayan kotu ta bada umarnin tsare shi, ta ce za a ci gaba da shari’ar a ranar 13 Ga Oktoba.",0.12
hau_train_00055,"PDP ta yi rugurugu da APC a kujerun ƴan majalisar  Wakilai, Bilbis ya Kada Marafa a kujerar sanata\nMambobin sun yi ganawa ce ranar Alhamis a Majalisa, ƙarƙashin jagorancin Sanata Phillip Aduda, ɗan PDP da ke wakiltar Gundumar FCT Abuja a Majalisar Dattawa.",0.32
hau_train_00056,"Jami’an Kwastam sun kama manyan motoci 73 dankare da buhunan shinkafa da ganyen wiwi a jihar Ogun\nHukumar kwastam reshen jihar Ogun ta kama manyan motoci 73 da suka shigo kasarnan dankare da buhunan shinkafa 44,933 jihar.",0.83
hau_train_00057,"Buhari ya ce an samu gagarumin ci gaba a Ma’aikatar Bunƙasa Tattalin Arzikin Fasahar Sadarwar Zamani, wato Digital Economy.\nBuhari ya ce kuma an yi titinan ne a yankunan da ke da muhimmanci wajen inganta tattalin arzikin faɗin ƙasar nan.",0.67
hau_train_00058,Wata ma’aikaciyar babbar asibitin Talata Mafara mai suna Maryam ta ce an kawo mutum biyar daga kauyen Ruwan Bore da suka ji mumunar rauni asibitin.\nKwamishina Yekini ya ce tuni an garzaya da waɗanda suka ji rauni asibitin sojoji na 44 domin a basu magani.,0.62
hau_train_00059,Alkalin kotun Koledoye Adeniyi bayan ya saurari ma’auratan ya dage shari’ar zuwa ranar 31 ga Maris.\nAlkalin kotun Adeniyi Koledoye ya raba auren ne bayan Mojidi ya yi watsi da kokarin daidaita su da kotu da mutane suka yi kokarin yi.,0.58
hau_train_00060,"Ƴan bindiga sun yi garkuwa da dalibai mata a jihar Zamfara\nAN GUDU NA A TSIRA BA: Ƴan bindiga sun yi garkuwa da mutane 11 a Shimfiɗa, jihar Katsina",0.59
hau_train_00061,Ya ce rundunar ta fara yin da bincike domin ceto mutanen da aka yi garkuwa da su.\nAdam ya ce rundunar ta fara gudanar da bincike domin kamo sauran mutanen da suka tada rikicin.,0.43
hau_train_00062,"Ganduje ya ce zai kira manajojin bankunan da ke Jihar Kano domin a samu mafita daga matsalar ƙarancin kuɗaɗe da al’ummar jihar sa ke ciki.\nArabi ya samu rakiyar Gwamna Abdullahi Ganduje na Jihar Kano da babban malamin addinin Musulunci a Ɗariƙar Tijjaniya a Najeriya, Sheikh Ɗahiru Bauchi.",0.25
hau_train_00063,Shugaban hukumar Ibrahim Muhammad ya sanar da haka  a garin Fatakwal a farkon wannan mako.\nShugaban hukumar Wada Chedi ya sanar da haka a wata takarda da ta fito daga ofishinsa a farkon wannan mako.,0.42
hau_train_00064,An danƙara wa ‘yan sanda naira biliyan huɗu domin zuba fetur a motocin sintiri\nA cewar sa wannan ne karo na farko a aka taɓa bai wa ‘yan sanda muƙudan kuɗaɗen zuba wa motocin sintiri mai.,0.57
hau_train_00065,"A zaɓen 1999, Jihohin Yarabawa   ba su zaɓi PDP ba, dukkan gwamnonin su na AD ne.\nAmma a zaɓen 2003 PDP a ƙarƙashin Obasanjo sai da ta ƙwace jihohin Yarabawa dukkan duniya su, sai Legas ce kaɗai ta gagare shi.",0.58
hau_train_00066,Hukumar AEPB ta garƙame ma’aikatun  ranar Talata saboda tulin bashin naira biliyan 10 da take bin ma’aikatun na haraji da sauransu.\nHukumar tara Haraji ta Jihar Kaduna ta garkame wasu bankuna 4 saboda kin biyan tulin harajin naira miliyan N300.5,0.59
hau_train_00067,"Zuwa yanzu mutum 238,420 suka kamu, an sallami mutum 212,770 sannan akwai mutum 21,989 dake dauke da cutar.\n“Zuwa yanzu mutum miliyan 1.6 dake dauke da cutar na karbar magani sannan suna rayuwar su cikin koshin lafiya a Najeriya.",0.7
hau_train_00068,"Afrika ta Kudu ta ayyana cewa ta yanke shawarar ficewa daga mamba ɗin Kotun Hukunta Manyan Laifuka ta Ƙasa da Ƙasa (ICC) a ranar Talata.\nA ranar 24 Ga Maris, Kotun Ƙoli ta kori ƙarar, tare da cewa hukuncin da Babbar Kotun Tarayya ta yanke ya na nan daram.",0.19
hau_train_00069,Sun samu nasarar tone nakiyar ce (IED) bayan wasu masu kishi sun gaggauta kai rahoton ganin bam ɗin a ofishin ‘yan sanda.\nNguroje ya ce Hamsatu ta rasu bayan an kaita asibiti cikin gaggawa amma Muhammed na tsare a ofishin ‘yan sanda.,0.0
hau_train_00070,"Sun bayyana wannan matsayar da su ka cimma a ranar Lahadi, bayan sun tashi daga wani taron gaggawa a Abuja.\nAdamu ya jaddada wannan matsaya ta Gwamnatin Tarayya, bayan tashi daga Taron Majalisar Zartaswa, wanda Shugaba Muhammadu Buhari ya jagoranta, a ranar Laraba.",0.5
hau_train_00071,Gwamna Buni ya fadi haka ne a wata takarda da mai taimaka masa kan harkokin yada labarai Mamman Mohammed ya saka wa hannuranar Litinin.\nKakakin rundunar Mohammed Shehu ya sanar da haka a wata takarda da aka raba wa manema labarai a garin Gusau.,0.29
hau_train_00072,Wata daliba kuma mazauniyar Karu Kadijat Idris ta ce tana siyan kayan gwanjo saboda arha da yadda yake da saukin samu.\nMa’aikaciyar banki Kadijat Idris ta ce kayan gwanjo musamman jaka da takalma sun fi aminci saboda mutum zai dade yana amfani da su.,0.9
hau_train_00073,"Shugaban yaƙin zaɓen ɗan takarar gwamnan jihar Anambra, Andy Uba, Afam Ogene ya aika wa ƴan APGA da wannan gargaɗi.\nIdan ba a manta ba, Andy Uba ya taɓa tsayawa takarar gwamnan Jihar Anambra, har ya ci zaɓe a cikin 2007.",0.5
hau_train_00074,‘Yan banga wanda aka fi sanin su da  ‘Yan Sakai’ sun kashe mutum 11 a kauyen  Mande dake karamar hukumar Gwadabawa.\nAdamu ya ce rundunar ta kama wadannan mutane a kauyen  Dasin Bwate dake karamar hukumar Fufore.,0.0
hau_train_00075,"Hukumar Hisbah ta jihar Kano ta kama wasu matasa su 19 da suka halarci taron daurin auren wasu maza biyu, Abba da Mujahid a jihar.\nRundunar ‘yan sandan jihar Adamawa ta kama wasu mutane  21 da ake zargi Mayu ne sun cinye  wasu mutum 7 a jihar.",0.17
hau_train_00076,An kai wa gidan Mary Odili farmakin neman yin bincike a gidan ta bisa umarnin wani alƙalin ƙaramar kotu na bogi a Abuja.\nMalami ya ƙaryata tantagaryar ɗan iskan da ya ce ya na da alaƙa da maharan gidan Mary Odili,1.0
hau_train_00077,Rundunar ‘yan sandan jihar ta ce ‘yan jagaliyan siyasa ne suka kashe daya daga cikin mutanen da suka mutu a taron Toib Mutallib\nRundunar ‘yan sandan jihar Jigawa ta bayyana cewa ta fara farautar wani matashi mai shekara 22 da ya kashe wansa da wuka a jihar.,0.55
hau_train_00078,"Adamu ya yi wannan bayani a ranar Talata, lokacin da ya ke ganawa da Mambobin Tarayya ‘yan APC a Abuja.\nNdume ya yi wannan tsokaci a lokacin da ya ke ganawa da manema labarai a ranar Alhamis, a Abuja.",0.42
hau_train_00079,Ina rokon kotu ta raba aure na da Yusuf kada wata rana ya kashe ni da duka – Ramatu a Kotu\nRamat ta ce tana bukatar kotu ta taba auren kada wata rana Yusuf ya kashe ta da duka.,0.79
hau_train_00080,"“Jami’an tsaron sun kwato bindiga kirar AK47 guda daya da harsashi 30 a cikin bindigan, wayar salula 7 da babur Kiran Honda guda daya.\n“An kwato bindiga guda daya kirar AK47, harsasai 35, babura guda biyu da basu da rajista da layuka a maɓoyar maharan.",0.5
hau_train_00081,Wannan jarida dai ta buga labarin INEC ta nemi kotu iznin yi wa na’urorin BVAS garambawul kafin zaɓen gwamnoni.\nƁangarorin biyu sun nemi kotu ta ba su iznin binciken na’urorin da INEC ta yi amfani da su wajen zaɓe.,0.6
hau_train_00082,Mataimakin gwamnan Anambra ya sauya sheƙa daga APGA zuwa APC\nMataimakin gwamnan jihar Anambra Nkem Okeke ya sauya sheka daga jam’iyyar APGA zuwa APC.,0.86
hau_train_00083,"Shi ma Mustapha Inuwa, ya taka muhimmiyar rawa wajen nasarar Masari a zaɓen 2015, lokacin ya na shugaban APC a Jihar Katsina.\nYa ce Ƙaramar Hukuma ɗaya tal APC ta yi nasara a zaɓen Shugaban Ƙasa a Jihar Kaduna.",0.28
hau_train_00084,"An shirya taron ne a Abuja ranar Laraba, a ƙarƙashin ƙungiyar dRPC.\n“Shi ɗan siyasar Abuja aikin shi kaɗai ya baza babbar riga ya shirya taron gangami, daga ranar kuma ba a ƙara ganin shi a jihar.",0.5
hau_train_00085,‘Yan bindiga sun kashe ɗan sanda ɗaya a kauyen Ihiala dake jihar Anambra\nYa ce an tsinci gawar Nneka ranar 29 ga Agusta a gonar rogo dake kauyen Nguzu Edda kusa da jihar Abia.,0.19
hau_train_00086,"Yadda Ƴan bindiga suka kashe Ƴan sanda biyu a Ɓaure,  jihar Katsina\nƳan bindiga sun kashe mutum 10 a kauyen Yasore, jihar Katsina",0.5
hau_train_00087,"An bi Saraki da sharri a lokacin, ta yadda duk matsalar da ta faru sai a ce don Saraki na Shuagaban Majalisar Dattawa ne.\nTa bi diddigin ayyukan da aka ware kuɗaɗe aka ce an yi a cikin kasafin 2019 da na 2020.",0.06
hau_train_00088,"KURUNKUS: Mr LA ne ɗan takarar kujerar Sanatan Kaduna ta Tsakiya na PDP ba Sardaunan Badarawa ba – Kotun Koli\nƊan takarar Sanata na Kaduna ta tsakiya Mohammaed Sani Dattijo, ya halarci taron rabon kuɗin.",0.57
hau_train_00089,"Can a Jihar Zamfara kuwa, Gwamna Matawalle zai sauka ya bar Zamfarawa a hannun ‘yan bindiga, ma’aikatan jihar na bin sa albashin wata uku.\nYa ce Peter Obi wanda ya taɓa yin gwamna a Jihar Anambra, ya na baya can nesa fintinkau da Tinubu.",0.27
hau_train_00090,"Garba Shehu ya ce Gudaji ai kowa ya san cewa mutumin Shugaban Ƙasa ne, babu mai iya hana shi ganin Shugaban Ƙasa.\n“Shi kan sa Shugaban PDP Iyorchia Ayu ai ya yi Shugaban Majalisar Dattawa, ya kuma san cewa abu ne mai wahala tsige shugaban ƙasa.",0.0
hau_train_00091,A ranar Litini din makon jiya wasu mutane suka cinna wa wani basarake da ‘ya’yan sa maza uku wuta suka kone ƙurmus a jihar Ogun.\nA ranar Litinin makon jiya mahara suna kashe mutum daya a taron karshen shekara da ake yi a kauyen Igbaye jihar Osun.,0.5
hau_train_00092,"A cikin alhini an bayyana rasuwar tsohon Mai Shari’a a Kotun Duniya, kuma tsohon Ministan Shari’a, Bola Ajibola.\nTsohon gwamnan jihar Legas, Bola Tinubu ya bayyana cewa bashi da ɗan da ya kai matsayin bayyana kansa ɗan takarar shugaban kasa a Najeriya.",0.0
hau_train_00093,“Sannan kuma jami’an tsaron mu  ba su da manyan bindigogi irin waɗanda Boko Haram su ka kai wa Kurkukun Kuje hari da su.”\nMakonni biyu da suka wuce kuma an nuno Boko Haram sun kama wasu jami’an tsaron ƙasar nan su biyu kuma sun kashe su.,0.5
hau_train_00094,"Ya ce hukumar zaɓe ba za ta bai wa wani uzirin yin zaɓe ba tare da katin shaidar rajista ba.\nOdinkalu wanda ƙwararren lauya ne, ya ce bai yi tsammanin INEC a ƙarƙashin shugabancin Muhammadu Buhari za ta yi zaɓe sahihi ba.",0.33
hau_train_00095,"Bayan haka shugaban hukumar ya ce nan gaba dalibai za su iya samun satifiket din jarabawar ta yanar gizo.\nOloyede ya ce dalibai biyar daga cikin 10 din da suka fi samun maki maiyawa a jarabawar sun zabi Jami’ar ‘Convenant’ dake Ota, Jihar Ogun.",0.36
hau_train_00096,"A gefe ɗaya kuma, ADC ta kware wa PDP da LP baya, ta ce ba ta jayayya da INEC ko Tinubu.\nADC ta kware wa PDP da LP baya, ta ce ba ta jayayya da INEC ko Tinubu",0.92
hau_train_00097,"A zaɓen 1999, Jihohin Yarabawa   ba su zaɓi PDP ba, dukkan gwamnonin su na AD ne.\nIdan ba a manta ba, Gwamna Umahi na daga cikin nafarkon gwamnonin yankin Inyamirai da suka canja sheka daga PDP zuwa APC.",0.25
hau_train_00098,Kakakin Yaɗa Labaran ‘Yan Sandan Jihar Katsina Gambo Isa ya shaida wa wakilin mu cewa zai bibiyi lamarin sannan ya kira shi.\nKakakin rundunar ‘yan sandan jihar Gambo Isa ya tabbatar da rasuwan ‘yan sandan.,0.5
hau_train_00099,"A ranar Juma’a ce Ɗan Majalisar Tarayya Gudaji Kazaure ya yi wannan zargi.\nA ranar Laraba ce Elumelu ya shawarci ‘Yan Majalisar Tarayya ya ce duk su fece zuwa gida, Abuja ba tsaro.",0.36
hau_train_00100,Jega ya ce wannan labari ya samo asaline daga gungun wasu yan PdP da basu kaunar Tinubu da zaman lafiya a Kasar nan.\nYa ce Almajirai da mabarata na kwararowa ne saboda rashin tsaron da ake fama da shi a wasu jihohin dake Arewacin kasar nan.,0.0
