PairID,Text,Score
TEL-train-00011,"""మహబూబ్ నగర్ జిల్లా అచ్చంపేటలో కాంగ్రెస్ పార్టీ ఏర్పాటు చేసిన సభలో అపశ్రుతి చోటు చేసుకుంది .""
""మహబూబ్ నగర్ జిల్లా అచ్చంపేటలో కాంగ్రెస్ పార్టీ నిర్మించిన ఇంటి వద్ద కలకలం రేగింది.""",0.83
TEL-train-00012,"""తిరుమలలో వజ్రాలు మాయం అయ్యాయని ఆరోపించారని , అలాంటివి లేక పోయినా బురద చల్లే ప్రయత్నం చేశారని సీఎం చంద్రబాబు నాయుడు అన్నారు .""
""తిరుమలలో వజ్రాలు మాయం అయ్యాయని ఎన్నో ఆరోపపించారని ,అలాంటివి లేక పోయినా ఉన్నట్లు బురద చల్లే ప్రయత్నం చేశారని సీఎం చంద్రబాబు నాయుడు అన్నాడు.""",0.82
TEL-train-00013,"""ఫిఫా అండర్ - 17 ప్రపంచ కప్ సెమీఫైనల్ మ్యాచ్ టిక్కెట్ల కోసం కోల్కతాలో అభిమానులు బారులు తీరారు .""
""కోల్కతాలోని ఫుట్బాల్ అభిమానులు ఫిఫా అండర్ - 17 ప్రపంచ కప్ సెమీఫైనల్ మ్యాచ్ టిక్కెట్ల కోసం ఎగబడ్డారు.""",0.82
TEL-train-00014,"""ఝాన్సీ లక్ష్మీబాయి జీవితకథ ఆధారంగా తెరకెక్కనున్న చిత్రం ‘మణికర్ణిక – ది క్వీన్ ఆఫ్ ఝాన్సీ .""
""‘మణికర్ణిక – ది క్వీన్ ఆఫ్ ఝాన్సీ ' అనే సినిమా ఝాన్సీ లక్ష్మీబాయి జీవితకథ పై తెరకెక్కనుంది.""",0.81
TEL-train-00015,"""ప్రధాన సమాచార కమిషనర్గా ఆర్కే మాథుర్ సోమవారం బాధ్యతలు చేపట్టారు .""
""""ప్రధాన సమాచార కమిషనర్గా"", సోమవారం బాధ్యతలు చేపట్టిన ఆర్కే మాథుర్ గారు.""",0.81
TEL-train-00016,"""ఓ వ్యాపారిని బెదిరించి దుండగులు భారీ మొత్తంలో సొత్తును స్వాధీనం చేశారు . ఈ ఘటన మహబూబ్నగర్జిల్లా జడ్చర్ల వద్ద జరిగింది .""
""దుండగులు ఓ వ్యాపారిని భయపెట్టి భారీగా దోచుకున్నారు.ఈ సంగటన మహబూబ్నగర్జిల్లా జడ్చర్ల లో చోటు చేసుకుంది.""",0.81
TEL-train-00017,"""దర్శకుడు రాధా కృష్ణ తో ప్రస్తుతం ప్రభాస్ పీరియాడిక్ లవ్ డ్రామా చేస్తున్న సంగతి తెలిసిందే .""
""నటుడు ప్రభాస్ ప్రస్తుతం దర్శకుడు రాధాకృష్ణతో పీరియాడికల్ డ్రామాను తెరకెక్కిస్తున్నట్లు సమాచారం.""",0.81
TEL-train-00018,"""2022 నాటికి పాకిస్తాన్ దేశం చైనా సహయంతో అంతరిక్షం లోకి వ్యోమగామిని పంపించనుందని సమాచార మంత్రి ఫవద్ ఛౌధురీ తెలిపారు .""
""2022 నాటికి పాకిస్తాన్ చైనా దేశం సహయంతో అంతరిక్షంలోకి వ్యోమగామిని పంపనున్నారు అని సమాచార మంత్రి ఫవద్ ఛౌధురీ తెలిపారు .""",0.81
TEL-train-00019,"""పాఠశాల యాజమాన్యం నిర్లక్ష్యం కారణంగా ఇద్దరు విద్యార్ధులు దుర్మరణం చెందారు .""
""పాఠశాల యజమానులు విద్యార్ధులను సరిగ్గా పట్టించుకోని కారణంగా ఇద్దరు విద్యార్ధులు మరణించడం జరిగింది.""",0.81
TEL-train-00020,"""ఇస్రో ఛైర్మన్ శివన్ శ్రీవారిని దర్శించుకున్నారు .""
""శ్రీవారిని ఇస్రో ఛైర్మన్ శివన్ దర్శించుకున్నారు .""",0.81
TEL-train-00021,"""ఆంధ్రప్రదేశ్ ప్రజల చిరకాల ఆకాంక్ష పోలవరం ప్రాజెక్టు అని సీఎం చంద్రబాబు అన్నారు .""
""పోలవరం ప్రాజెక్ట్ ఆంధ్రప్రదేశ్ ప్రజల చిరకాల వాంఛ అని ఆ రాష్ట్ర ముఖ్యమంత్రి చంద్రబాబు గారు అన్నారు .""",0.81
TEL-train-00022,"""ఆర్టికల్ 370 రద్దు చేసినప్పటి నుంచి పాకిస్థాన్ భారత్పై మండిపడుతూనే ఉంది .""
""భారత్ ఆర్టికల్ 370 రద్దు చేసిన కారణంగా చేసిన రోజు నుండి పాకిస్థాన్ భారత్ మీద చాల కోపంతో వ్యవహరిస్తుంది.""",0.81
TEL-train-00023,"""బీజేపీ సహకారంతో జగన్ కుట్రలు చేస్తున్నారని మంత్రి దేవినేని ఉమ అన్నారు .""
""మంత్రి దేవినేని ఉమ గారు బీజేపీ తోడుతో జగన్ గారు అన్యాయాలు చేస్తునారని చెప్పారు.""",0.79
TEL-train-00024,"""మిజోరం నూతన ముఖ్యమంత్రిగా మిజో నేషనల్ ఫ్రంట్ అధ్యక్షుడు జొరంతంగా శనివారం ప్రమాణ స్వీకారం చేశారు .""
""""మిజో నేషనల్ ఫ్రంట్ అధ్యక్షుడు జొరంతంగా"" శనివారం రోజు మిజోరం నూతన ముఖ్యమంత్రిగా ప్రమాణ స్వీకారం చేశారు .""",0.79
TEL-train-00025,"""హిట్ మ్యాన్ గా పేరొందిన రోహిత్ వన్డే క్రికెట్ లో పలు రికార్డులను తన ఖాతాలో వేసుకున్న విషయం విదితమే.""
""మూడుసార్లు డబుల్ సెంచరీలు సాధించిన ఏకైక బ్యాట్స్ మెన్ గా కొనసాగుతున్నాడు రోహిత్.""",0.79
TEL-train-00026,"""గత ఆదివారం కొలంబో నగరంలో పేలుళ్లకు పాల్పడిన ఉగ్రవాదులకు మాదకద్రవ్య వ్యాపారులకు సంబంధం వుందని శ్రీలంక అధ్యక్షుడు మైత్రీపాల సిరిసేన వెల్లడించారు .""
""కొలంబోలో గత ఆదివారం జరిగిన దాడుల్లో పాల్గొన్న ఉగ్రవాదులకు డ్రగ్స్ ట్రాఫికర్లతో సంబంధం ఉందని శ్రీలంక అధ్యక్షుడు మైత్రిపాల సిరిసేన తెలిపారు.""",0.79
TEL-train-00027,"""ఏపిలో ఆరోగ్య సేతు యాప్ ఉన్నవారిని మాత్రమే సచివాలయంలోకి అనుమతించాలని ప్రభుత్వ ప్రధాన కార్యదర్శి నీలం సహానీ ఆదేశాలు జారీ చేశారు .""
""ఏపి ప్రభుత్వ ప్రధాన కార్యదర్శి నీలం సహానీ సచివాలయంలోకి ప్రవేశించే ప్రతి ఒక్కరికి ఫోన్లో ఆరోగ్య సేతు యాప్ ఉండాలని ఆదేశించాడు.""",0.79
TEL-train-00028,"""హైదరాబాద్ , మక్కామసీదులో 2007 మే 18వ తేదీన జరిగిన పేలుళ్ల కేసులో నాంపల్లిలోని ఎన్ఐఏ కోర్టు మరికాసేపట్లో తీర్పు చెప్పనున్నది .""
""మే 18, 2007న హైదరాబాద్లోని మెక్కమస్జిద్లో పేలుడు సంభవించినప్పుడు నాంపల్లి కోర్టు త్వరలో తీర్పునిస్తుంది.""",0.78
TEL-train-00029,"""అప్పుల ఊబిలో రాష్ట్రం : మాజీ మంత్రి దేవినేని ఉమా""
""మైలవరం : రాష్ట్రాన్ని ఆప్పుల ఊబిలో నెట్టిన ఘనత సీఎం జగన్మోహన్రెడ్డికే దక్కుతుందని మాజీ మంత్రి దేవినేని ఉమామహేశ్వరరావు అన్నారు.""",0.78
TEL-train-00030,"""రూ . 6 కోట్ల విలువ చేసే బంగారం చోరీకి గురైన ఘటన కేరళ రాష్ట్రంలో జరిగింది .""
""కేరళ రాష్ట్రంలో రూ . 6 కోట్ల విలువ చేసే బంగారం చోరీ అయినట్లు తెలుస్తుంది.""",0.78
TEL-train-00031,"""తెలంగాణాలో తొలిసారిగా కాంటాక్ట్ కరోనా కేసు బయటపడింది .""
""తొలిసారిగా తెలంగాణాలో కాంటాక్ట్ కరోన కాసు బయటపడింది .""",0.78
TEL-train-00032,"""ఉత్తరప్రదేశ్లోని దమోరా , దుగ్గన్ స్టేషన్ల మధ్య రైలు పట్టాలు తప్పింది . ఈ ఘటనలో ఆ రైలులోని ఆరు బోగీలు పక్కకు ఒరిగాయి .""
""ఉత్తరప్రదేశ్లోని దమురా, డోగన్ స్టేషన్ల మధ్య రైలు పట్టాలు తప్పింది. ఈ ప్రమాదంలో రైలులోని ఆరు కోచ్లు బోల్తా పడ్డాయి.""",0.78
TEL-train-00033,"""ఈ రోజు తిరుమల శ్రీవారిని మంత్రి ఇంద్రకరణ్రెడ్డి దర్శించుకున్నారు .""
""ఈ రోజు మంత్రి ఇంద్రకరణ్రెడ్డి గారు తిరుమల దేవస్థానాని దర్శించుకున్నారు.""",0.78
TEL-train-00034,"""కేటలోనియా నేతలు తమ వేర్పాటు బెదిరింపులను ఉపసంహరించుకోకపోతే ఇప్పటి వరకూ కొనసాగిస్తున్న స్వయం ప్రతిపత్తిని రద్దు చేసేందుకు వెనుకాడబోమని స్పెయిన్ ప్రధాని మరియానా రజోరు హెచ్చరించారు .""
""స్పెయిన్ ప్రధాని మారియానా కేటలోనియా నేతలు తమ బెదిరింపులను రద్దు చేయకపోతే ఇప్పటి వరకూ కొనసాగిస్తున్న స్వయం ప్రతిపత్తిని వెనక్కి తీస్కునేందుకు సిద్ధంగా ఉన్నామని హెచ్చరించారు.""",0.78
TEL-train-00035,"""అనంతపురంలో ప్రకృతి అనుకూలంగా లేక పోవడం దురదృష్టం: పవన్ కల్యాణ్""
""అనంతపురం జిల్లాలో ప్రకృతి అనుకూలంగా లేక పోవడం దురదృష్టమని జనసేన పార్టీ అధినేత పవన్ కల్యాణ్ అన్నారు.""",0.78
TEL-train-00036,"""హైదరాబాద్ డ్రైనేజీ సమస్యపై విపక్షాల విమర్శలకు మంత్రి కేటీఆర్ కౌంటర్ ఇచ్చారు .""
""హైదరాబాద్లో పారిశుద్ధ్య సమస్యపై విపక్షాల విమర్శలపై మంత్రి కేటీఆర్ స్పందించారు.""",0.78
TEL-train-00037,"""జనసేన అధినేత పవన్ కళ్యాణ్ శనివారం ప్రకాశం జిల్లాలో పర్యటించారు .""
""జనసేన అధినేత అయిన పవన్ కళ్యాణ్ ప్రకాశం జిల్లలో శనివారం పర్యటించారు.""",0.78
TEL-train-00038,"""ఝాన్సీ లక్ష్మీబాయి జీవితకథ ఆధారంగా తెరకెక్కనున్న చిత్రం ‘మణికర్ణిక – ది క్వీన్ ఆఫ్ ఝాన్సీ .""
""ఝాన్సీ లక్ష్మీబాయి గారి జీవితకథ ఆధారంగా తీసిన ‘మణికర్ణిక – ది క్వీన్ ఆఫ్ ఝాన్సీ ' అనే చిత్రం త్వరలో తెరపైకి రానుంది.""",0.78
TEL-train-00039,"""ఆంధ్రప్రదేశ్ నూతన ముఖ్యమంత్రి వైఎస్ .""
""వైఎస్ ఆంధ్రప్రదేశ్ రాష్ట్ర కొత్త ముఖ్యమంత్రి.""",0.78
TEL-train-00040,"""కోల్కతాలోని ఐపీఎల్ 2020 సీజన్లో భాగంగా ఇక్కడ జరుగుతున్న వేలంలో ఆస్ట్రేలియా పేసర్ ప్యాట్స్ కమిన్స్ జాక్పాట్ కొట్టేశాడు .""
""కోల్కతాలో ఐపీఎల్ 2020 భాగంగా జరుగుతున్న వేలంలో ఆస్ట్రేలియా పేసర్ ప్యాట్స్ కమిన్స్ జాక్పాట్ కొట్టాడు .""",0.78
TEL-train-00041,"""ఉక్రెయిన్ ప్రధాని ఓలెక్సి గోంచారుక్ రాజీనామాను అధ్యక్షుడు వ్లదిమిర్ జెలెన్స్కీ శనివారం తిరస్కరించారు .""
""అధ్యక్షుడు వ్లదిమిర్ జెలెన్స్కీ శనివారం రోజున ఉక్రెయిన్ ప్రధాని ఓలెక్సి గోంచారుక్ రాజీనామాను ఎదుర్కొన్నారు,అంగీకరించలేదు,""",0.78
TEL-train-00042,"""భీమ్లా నాయక్' సెకండ్ సింగిల్ ప్రోమో""
""పవన్ కళ్యాణ్, రానా దగ్గుబాటి నటిస్తున్న యాక్షన్ మల్టీస్టారర్ చిత్రం 'భీమ్లా నాయక్'.""",0.78
TEL-train-00043,"""ఆఫ్ఘనిస్తాన్ రాజధాని కాబూల్ నగర విమానాశ్రయంపై సోమవారం ఆత్మాహుతి దళ సభ్యుడొకరు కారుబాంబుతో దాడి చేశారు .""
""సోమవారం ఆఫ్ఘానిస్తాన్ రాజధాని కాబుల్ నగర విమానాశ్రయంపై ఆత్మాహుతి దళ సభ్యుడొకరు కారుబాంబుతో దాడి చేశారు .""",0.77
TEL-train-00044,"""ఏపిలో కరోనా విజృంభణ కొనసాగుతుంది . తాజాగా ఏపి ఉప ముఖ్యమంత్రి అంజాద్ బాషా కరోనా బారినపడ్డారు .""
""రోజురోజుకు పెరుగుతున్న కరోనాకి ఆంధ్రప్రదేశ్ ఉప ముఖ్యమంత్రి అంజాద్ బాషా కూడా కరోనా సోకింది.""",0.76
TEL-train-00045,"""పవన్ కల్యాణ్ , కీర్తి సురేష్ , అను ఇమ్మానుయేల్ జంటగా త్రివిక్రమ్ దర్శకత్వం లో నిన్న ప్రేక్షకుల ముందుకు వచ్చిన చిత్రం అజ్ఞాతవాసి .""
""త్రివిక్రమ్ దర్శకత్వం పవన్ కల్యాణ్ , కీర్తి సురేష్ , అను ఇమ్మానుయేల్ జంటతో వచ్చిన అజ్ఞాతవాసి అనే చిత్రం నిన్న ప్రేక్షకుల ముందుకు వచ్చింది.""",0.76
TEL-train-00046,"""సింగపూర్లోని తెలంగాణ కల్చరల్ సొసైటీ సింగపూర్ ( టీసీఎస్ఎస్ ) ఆధ్వర్యంలో బోనాల పండుగ ఘనంగా జరిగింది .""
""సింగపూర్లోని తెలంగాణ కల్చరల్ అసోసియేషన్ (టీసీఎస్ఎస్) ఆధ్వర్యంలో బోనాల ఉత్సవాలను నిర్వహించారు.""",0.76
TEL-train-00047,"""సింగరేణి ఓపెన్ కాస్ట్ గనిలో జరిగిన పేలుడు ప్రమాదంపై విచారణ జరిపించాలని బీజేపీ రాష్ట్ర అధ్యక్షుడు బండి సంజరు డిమాండ్ చేశారు .""
""బీజేపీ రాష్ట్ర అధ్యక్షుడు బండి సంజయ్ గారు సింగరేణి ఓపెన్ కాస్ట్ గనిలో జరిగిన పేలుడు ప్రమాదంపై పూర్తి స్థాయిలో దర్యాప్తు జరిపించాలని డిమాండ్ చేశారు .""",0.76
TEL-train-00048,"""వెంకటేశ్వరస్వామి పేరుతో విద్వేషాలు రెచ్చగొట్టి ఓట్లు దండుకోవడం తప్ప, తిరుపతిని పట్టించుకోలేదని విమర్శించారు.""
""తిరుపతిని స్మార్ట్ సిటీగా ప్రకటించినా కనీస సౌకర్యాలు కల్పించలేదని, అంతర్జాతీయ స్థాయి రైల్వేస్టేషన్ ప్రతిపాదనకే పరిమితమైందని, కనీసం కొత్త రైళ్లు కూడా వేయలేదని తెలిపారు.""",0.76
TEL-train-00049,"""ప్రధానమంత్రి నరేంద్ర మోడీని సియోల్ శాంతి బహుమతికి ఎంపిక చేశారు .""
""సియోల్ శాంతి బహుమతికి ప్రధానమంత్రి నరేంద్ర మోడీ ఎంపికయ్యారు.""",0.76
TEL-train-00050,"""అనంతపురం జిల్లా టీడీపీలో టికెట్ల కేటాయింపులు చిచ్చు రేపుతున్నాయి .""
""టికెట్ల కేటాయింపులపై అనంతపురం జిల్లా టీడీపీలో గొడవలు జరుగుతున్నాయి""",0.76
TEL-train-00051,"""ప్రియుడి కోసం.. గూగుల్ సెర్చ్లో వెతికి మరి భర్తను హత్య చేసిన భార్య""
""మధ్యప్రదేశ్ లో ప్రియుడి సాయంతో ఓ మహిళ తన భర్తను హత్య చేసింది.""",0.76
TEL-train-00052,"""సెప్టెంబరు 7 నుంచి మెట్రో సేవలు ప్రారంభం .""
""మెట్రో సేవలు సెప్టెంబర్ 7 నుంచి ప్రారంభం కానున్నాయి.""",0.76
TEL-train-00053,"""2007లో మిస్ ఇండియాగా ఎంపికైన ఈషా గుప్తా .""
""ఈషా గుప్తా 2007లొ మిస్ ఇండియాగా ఎంపికైంది.""",0.76
TEL-train-00054,"""ఖమ్మం , మణుగూరు బస్సు డిపోల ఎదుట కార్మికులు ఆందోళనకు దిగారు .""
""ఖర్మికులు ఖమ్మం మరియు మన్గురు బస్సుడిపోల ఎదుట ఆందోళనకు దిగారు .""",0.75
TEL-train-00055,"""తెలంగాణలో కరోనా వైరస్ కేసులు రోజురోజుకు భారీగా పెరిగిపోతున్నాయి .""
""రోజురోజుకు తెలంగాణలో కరోనా వైరస్ వేగంగా వ్యాప్తిచెండుతుంది.""",0.75
TEL-train-00056,"""ఎన్టీఆర్ భవన్ వద్ద టీ టీడీపీ నేతల ఆందోళన""
""హైదరాబాద్లోని ఎన్టీఆర్ ట్రస్ట్ భవన్ వద్ద తెలంగాణ తెలుగుదేశం పార్టీ నేతలు ఆందోళనకు దిగారు.""",0.75
TEL-train-00057,"""సరుకులు తీసుకువెళ్తున్న ఓ కార్గో విమానం సముద్రంలో కూలింది . ఈ దుర్ఘటన పశ్చిమ ఆఫ్రికా దేశమైన ఐవరీ కోస్ట్లో చోటుచేసుకుంది .""
""కార్గోతో వెళ్తున్న కార్గో విమానం నీటిలో కూలిపోయింది. పశ్చిమ ఆఫ్రికాలోని ఐవరీ కోస్ట్లో ఈ ప్రమాదం జరిగింది.""",0.75
TEL-train-00058,"""నవంబర్ 23 నుంచి వ్యవసాయేతర భూముల రిజిస్ట్రేషన్ : సీఎం కేసీఆర్""
""వ్యవసాయేతర భూముల రిజిస్ట్రేషన్పై తెలంగాణ సీఎం కేసీఆర్ కీలక నిర్ణయం తీసుకున్నారు.""",0.75
TEL-train-00059,"""రాహుల్ పెళ్లి గురించి సోనియాకు ఓ సలహా ఇచ్చా: జేసీ దివాకర్ రెడ్డి""
""కాంగ్రెస్ అధినేత రాహుల్ గాంధీ వివాహానికి సంబంధించి సోనియాగాంధీకి తాను ఒక సలహా ఇచ్చానని అనంతపురం టీడీపీ ఎంపీ జేసీ దివాకర్ రెడ్డి తెలిపారు.""",0.75
TEL-train-00060,"""కరోనా మహమ్మారి కేసులు ఇండోనేషియాలో భారీగా పెరిగాయి . బుధవారం 693 కొత్త కేసులు నమోదయ్యాయి . దీంతో మొత్తం కేసుల సంఖ్య 19,189కి చేరింది .""
""కరోనా కేసులు ఇండోనేషియాలో ఎక్కువయ్యాయి. బుధవారం రోజున 693 కొత్త కేసులు నమోదయ్యాయి . దీంతో మొత్తం కేసుల సంఖ్య 19,189కి చేరింది.""",0.75
TEL-train-00061,"""అమెరికాలో ఉండే పలువురు హాలీవుడ్ స్టార్స్ కు కరోనా వైరస్ సోకినట్లుగా సమాచారం .""
""అమెరికాలో ఉన్న నటులకు కరోన నిర్ధారణ అయ్యింది.""",0.75
TEL-train-00062,"""ఈ పండుగ ప్రేమ, సహనం, త్యాగాలకు ప్రతీక అని పేర్కొన్నారు.""
""పేదలతో, బంధువులతో ఆహారాన్ని పంచుకునే ఈ పండుగ, మనకున్న దానిలో నలుగురికీ సాయం చేయాలనే సందేశాన్నిస్తుంది.""",0.75
TEL-train-00063,"""నేత్రదానంపై అవగాహన పెంచే దిశగా కేరళలోని కోజికోడ్ జిల్లాలో బ్లైండ్ వాక్ - 2017 ఈవెంట్ నిర్వహించారు .""
""కేరళలోని కోజికోడ్ జిల్లలో నేత్రధానంపై అవగాహన పెంచే దిశగా బ్లిన్ద్వాక్ 2017 ఈవెంట్ నిర్వహించారు .""",0.75
TEL-train-00064,"""ఇబ్రహీంపట్నం మాజీ ఎమ్మెల్యె , సీసీఎం పార్టీ సీనియర్ నేత మాస్కు నర్సింహ్మ ( 52 ) కన్నుమూశారు .""
""ఇబ్రహీంపట్నం మాజీ ఎమ్మెల్యే, సీసీఎం పార్టీ నాయకుడు మస్కు నర్సింహ(52) మృతి చెందారు.""",0.75
TEL-train-00065,"""ఎసిబి వలలో పోలీసులు చిక్కుకున్నారు .""
""పోలీసులు ఎసిబి పకడ్వబందిగా వేసిన వలలో చిక్కుకున్నారు .""",0.75
TEL-train-00066,"""బిసిల సంక్షేమమే ధ్యేయంగా పథకాలు : మంత్రి శ్రీనివాస్ గౌడ్""
""హైదరాబాద్ : తెలంగాణలో బిసిల సంక్షేమమే ధ్యేయంగా సిఎం కెసిఆర్ పాలన చేస్తున్నారని మంత్రి శ్రీనివాస్ గౌడ్ స్పష్టం చేశారు.""",0.75
TEL-train-00067,"""వాకింగ్కి వచ్చిన వ్యక్తిపై కత్తులతో గుర్తు తెలియని దుండగులు దాడి చేసి హత్య చేశారు.""
""దాడి అనంతరం దుండగులు పారిపోయారు.""",0.75
TEL-train-00068,"""మితిమీరిన సరదా ఓ యువకుడి ప్రాణం తీసింది .""
""అతి సరదా వల్ల యువకుడు చనిపోయాడు.""",0.75
TEL-train-00069,"""తెలంగాణలో విత్తనాభివృద్ధికి అనుకూల వాతావరణంతోపాటు అనేక వనరులున్నాయని వ్యవసాయ శాఖ మంత్రి పోచారం శ్రీనివాస్రెడ్డి అన్నారు . సారవంతమైన భూమి , కష్టపడే రైతులున్నారని చెప్పారు .""
""తెలంగాణలో సారవంతమైన భూమి , కష్టపడే రైతులతో పాటు విత్తనబివ్రుద్ధికి అనుకూల వాతావరణం మరియు అనేక వనరులున్నాయని వ్యవసాయశాఖ మంత్రి పోచారం శ్రీనివాస్రెడ్డి అన్నారు .""",0.75
TEL-train-00070,"""ఈ రైళ్లు బుధ, శని వారాల్లో మధ్యాహ్నం 12.30గంటలకు సికింద్రాబాద్ నుంచి బయలుదేరి మరుసటి రోజు ఉదయం 9.30గంటలకు భువనేశ్వర్కు చేరుకుంటుంది.""
""అదేవిధంగా భువనేశ్వర్ నుంచి సికింద్రాబాద్కు ప్రతీ గురు, ఆదివారాల్లో మే 30వ తేదీ నుంచి జూన్ 30వ తేదీ వరకు రైళ్లు అందుబాటులో ఉంటాయని తెలిపారు.""",0.75
TEL-train-00071,"""టిటిడి , ప్రభుత్వ సంస్థల్లో ఖాళీగా ఉన్న పోస్టులను వెంటనే భర్తీ చేయాలని పిడిఎఫ్ ఎంఎల్సి యండపల్లి శ్రీనివాసులురెడ్డి డిమాండ్ చేశారు .""
""పిడిఎఫ్ ఎంఎల్సి యండపల్లి శ్రీనివాసులురెడ్డి గారు టిటిడి ప్రభుత్వ సంస్థల్లో ఉన్న ఖాళి పోస్టులను తొందరగా భర్తీ చేయాలని ఆదేశించాడు.""",0.75
TEL-train-00072,"""జార్ఖండ్ ఆరోగ్య మంత్రి బన్నా గుప్తాకు కరోనా వైరస్ పాజిటివ్గా నిర్ధారణ కావడంతో ముఖ్యమంత్రి హేమంత్ సోరెన్ హోం క్వారంటైన్కు తరలారు .""
""జార్ఖండ్ ఆరోగ్య మంత్రి బన్నా గుప్తాకు కరోనావైరస్ ఉన్నట్లు నిర్ధారణ అయింది మరియు ముఖ్యమంత్రి హేమంత్ సోరెన్ను హోం క్వారంటైన్కు తరలించారు.""",0.75
TEL-train-00073,"""హైదరాబాద్ డ్రైనేజీ సమస్యపై విపక్షాల విమర్శలకు మంత్రి కేటీఆర్ కౌంటర్ ఇచ్చారు .""
""హైదరాబాద్ డ్రైనేజీ అంశంపై విపక్షాల విమర్శలపై మంత్రి కేటీఆర్ స్పందించారు.""",0.74
